
                        S T E P       1


                                INCREMENT     1


 forces (fx,fy,fz) for set RIGHT and time  0.5000000E-01

        65  1.332644E-01 -3.822300E-08 -1.911147E-07
        66  1.332644E-01  3.822300E-08 -1.911148E-07
        67  1.332644E-01  3.822300E-08  1.911148E-07
        68  1.332644E-01 -3.822300E-08  1.911147E-07

 displacements (vx,vy,vz) for set RIGHT and time  0.5000000E-01

        65  1.000000E-01  6.583864E-03  1.316775E-03
        66  1.000000E-01 -6.583864E-03  1.316775E-03
        67  1.000000E-01 -6.583864E-03 -1.316775E-03
        68  1.000000E-01  6.583864E-03 -1.316775E-03

 stresses (elem, integ.pnt.,sxx,syy,szz,sxy,sxz,syz) for set ALL and time  0.5000000E-01

         4   5  4.526143E-01  1.018512E-01  9.732683E-02  4.037048E-03 -4.653089E-04 -2.722796E-07
         4   6  2.969679E-01 -5.800775E-02 -6.086756E-02  4.040235E-03 -4.656763E-04 -2.724946E-07
         4   7  4.526143E-01  1.018512E-01  9.732683E-02 -4.037048E-03 -4.653089E-04  2.722796E-07
         4   8  2.969679E-01 -5.800775E-02 -6.086756E-02 -4.040235E-03 -4.656763E-04  2.724946E-07
         5   1  4.085707E-01  4.392465E-02  4.194756E-02  1.750058E-03  1.988854E-04  5.038035E-08
         5   2  3.414816E-01 -2.499219E-02 -2.623421E-02  1.750653E-03  1.989531E-04  5.039749E-08
         5   3  4.085707E-01  4.392465E-02  4.194756E-02 -1.750058E-03  1.988854E-04 -5.038035E-08
         5   4  3.414816E-01 -2.499219E-02 -2.623421E-02 -1.750653E-03  1.989531E-04 -5.039749E-08
         5   5  4.085707E-01  4.392465E-02  4.194756E-02  1.750058E-03 -1.988854E-04 -5.038035E-08
         5   6  3.414816E-01 -2.499219E-02 -2.623421E-02  1.750653E-03 -1.989531E-04 -5.039750E-08
         5   7  4.085707E-01  4.392465E-02  4.194756E-02 -1.750058E-03 -1.988854E-04  5.038035E-08
         5   8  3.414816E-01 -2.499219E-02 -2.623421E-02 -1.750653E-03 -1.989531E-04  5.039750E-08
         6   1  3.895861E-01  1.894066E-02  1.808525E-02  7.557337E-04  8.556046E-05  9.353786E-09
         6   2  3.606616E-01 -1.077353E-02 -1.130998E-02  7.558445E-04  8.557301E-05  9.355158E-09
         6   3  3.895861E-01  1.894066E-02  1.808525E-02 -7.557337E-04  8.556046E-05 -9.353786E-09
         6   4  3.606616E-01 -1.077353E-02 -1.130998E-02 -7.558445E-04  8.557301E-05 -9.355158E-09
         6   5  3.895861E-01  1.894066E-02  1.808525E-02  7.557337E-04 -8.556046E-05 -9.353787E-09
         6   6  3.606616E-01 -1.077353E-02 -1.130998E-02  7.558445E-04 -8.557301E-05 -9.355159E-09
         6   7  3.895861E-01  1.894066E-02  1.808525E-02 -7.557337E-04 -8.556046E-05  9.353787E-09
         6   8  3.606616E-01 -1.077353E-02 -1.130998E-02 -7.558445E-04 -8.557301E-05  9.355159E-09
         7   1  3.814007E-01  8.166705E-03  7.797574E-03  3.259870E-04  3.686959E-05  1.738208E-09
         7   2  3.689299E-01 -4.644793E-03 -4.876172E-03  3.260076E-04  3.687192E-05  1.738318E-09
         7   3  3.814007E-01  8.166705E-03  7.797574E-03 -3.259870E-04  3.686959E-05 -1.738208E-09
         7   4  3.689299E-01 -4.644793E-03 -4.876172E-03 -3.260076E-04  3.687192E-05 -1.738318E-09
         7   5  3.814007E-01  8.166705E-03  7.797574E-03  3.259870E-04 -3.686959E-05 -1.738209E-09
         7   6  3.689299E-01 -4.644793E-03 -4.876172E-03  3.260076E-04 -3.687192E-05 -1.738319E-09
         7   7  3.814007E-01  8.166705E-03  7.797574E-03 -3.259870E-04 -3.686959E-05  1.738209E-09
         7   8  3.689299E-01 -4.644793E-03 -4.876172E-03 -3.260076E-04 -3.687192E-05  1.738319E-09
         8   1  3.778714E-01  3.521118E-03  3.361935E-03  1.405680E-04  1.589428E-05  3.230808E-10
         8   2  3.724946E-01 -2.002556E-03 -2.102321E-03  1.405718E-04  1.589471E-05  3.230898E-10
         8   3  3.778714E-01  3.521118E-03  3.361935E-03 -1.405680E-04  1.589428E-05 -3.230810E-10
         8   4  3.724946E-01 -2.002556E-03 -2.102321E-03 -1.405718E-04  1.589471E-05 -3.230899E-10
         8   5  3.778714E-01  3.521118E-03  3.361935E-03  1.405680E-04 -1.589428E-05 -3.230822E-10
         8   6  3.724946E-01 -2.002556E-03 -2.102321E-03  1.405718E-04 -1.589471E-05 -3.230908E-10
         8   7  3.778714E-01  3.521118E-03  3.361935E-03 -1.405680E-04 -1.589428E-05  3.230820E-10
         8   8  3.724946E-01 -2.002556E-03 -2.102321E-03 -1.405718E-04 -1.589471E-05  3.230908E-10
         9   1  3.763497E-01  1.518117E-03  1.449483E-03  6.060750E-05  6.852547E-06  6.005371E-11
         9   2  3.740316E-01 -8.633807E-04 -9.063938E-04  6.060821E-05  6.852628E-06  6.005477E-11
         9   3  3.763497E-01  1.518117E-03  1.449483E-03 -6.060750E-05  6.852547E-06 -6.005372E-11
         9   4  3.740316E-01 -8.633807E-04 -9.063938E-04 -6.060821E-05  6.852628E-06 -6.005460E-11
         9   5  3.763497E-01  1.518117E-03  1.449483E-03  6.060750E-05 -6.852547E-06 -6.005443E-11
         9   6  3.740316E-01 -8.633807E-04 -9.063938E-04  6.060821E-05 -6.852628E-06 -6.005487E-11
         9   7  3.763497E-01  1.518117E-03  1.449483E-03 -6.060750E-05 -6.852547E-06  6.005440E-11
         9   8  3.740316E-01 -8.633807E-04 -9.063938E-04 -6.060821E-05 -6.852628E-06  6.005486E-11
        10   1  3.756936E-01  6.545200E-04  6.249288E-04  2.613042E-05  2.954372E-06  1.116261E-11
        10   2  3.746942E-01 -3.722292E-04 -3.907743E-04  2.613055E-05  2.954387E-06  1.116219E-11
        10   3  3.756936E-01  6.545200E-04  6.249288E-04 -2.613042E-05  2.954372E-06 -1.116239E-11
        10   4  3.746942E-01 -3.722292E-04 -3.907743E-04 -2.613055E-05  2.954387E-06 -1.116214E-11
        10   5  3.756936E-01  6.545200E-04  6.249288E-04  2.613042E-05 -2.954372E-06 -1.116280E-11
        10   6  3.746942E-01 -3.722292E-04 -3.907743E-04  2.613055E-05 -2.954387E-06 -1.116331E-11
        10   7  3.756936E-01  6.545200E-04  6.249288E-04 -2.613042E-05 -2.954372E-06  1.116274E-11
        10   8  3.746942E-01 -3.722292E-04 -3.907743E-04 -2.613055E-05 -2.954387E-06  1.116310E-11
        11   1  3.754108E-01  2.821781E-04  2.694195E-04  1.126507E-05  1.273653E-06  2.074028E-12
        11   2  3.749799E-01 -1.604611E-04 -1.684576E-04  1.126509E-05  1.273656E-06  2.074260E-12
        11   3  3.754108E-01  2.821781E-04  2.694195E-04 -1.126507E-05  1.273653E-06 -2.074049E-12
        11   4  3.749799E-01 -1.604611E-04 -1.684576E-04 -1.126509E-05  1.273656E-06 -2.074367E-12
        11   5  3.754108E-01  2.821781E-04  2.694195E-04  1.126507E-05 -1.273653E-06 -2.075302E-12
        11   6  3.749799E-01 -1.604611E-04 -1.684576E-04  1.126509E-05 -1.273656E-06 -2.074976E-12
        11   7  3.754108E-01  2.821781E-04  2.694195E-04 -1.126507E-05 -1.273653E-06  2.075071E-12
        11   8  3.749799E-01 -1.604611E-04 -1.684576E-04 -1.126509E-05 -1.273656E-06  2.074860E-12
        12   1  3.752888E-01  1.216294E-04  1.161272E-04  4.854798E-06  5.488937E-07  3.850894E-13
        12   2  3.751031E-01 -6.913023E-05 -7.258013E-05  4.854802E-06  5.488942E-07  3.851593E-13
        12   3  3.752888E-01  1.216294E-04  1.161272E-04 -4.854798E-06  5.488937E-07 -3.852161E-13
        12   4  3.751031E-01 -6.913023E-05 -7.258013E-05 -4.854802E-06  5.488942E-07 -3.852859E-13
        12   5  3.752888E-01  1.216294E-04  1.161272E-04  4.854798E-06 -5.488937E-07 -3.854719E-13
        12   6  3.751031E-01 -6.913023E-05 -7.258013E-05  4.854802E-06 -5.488942E-07 -3.853469E-13
        12   7  3.752888E-01  1.216294E-04  1.161272E-04 -4.854798E-06 -5.488937E-07  3.854598E-13
        12   8  3.751031E-01 -6.913023E-05 -7.258013E-05 -4.854802E-06 -5.488942E-07  3.854147E-13
        13   1  3.752361E-01  5.237206E-05  4.999651E-05  2.088378E-06  2.361165E-07  7.104309E-14
        13   2  3.751563E-01 -2.968656E-05 -3.117929E-05  2.088379E-06  2.361166E-07  7.059144E-14
        13   3  3.752361E-01  5.237206E-05  4.999651E-05 -2.088378E-06  2.361165E-07 -7.104345E-14
        13   4  3.751563E-01 -2.968656E-05 -3.117929E-05 -2.088379E-06  2.361166E-07 -7.041444E-14
        13   5  3.752361E-01  5.237206E-05  4.999651E-05  2.088378E-06 -2.361165E-07 -7.150095E-14
        13   6  3.751563E-01 -2.968656E-05 -3.117929E-05  2.088379E-06 -2.361166E-07 -7.212237E-14
        13   7  3.752361E-01  5.237206E-05  4.999651E-05 -2.088378E-06 -2.361165E-07  7.159542E-14
        13   8  3.751563E-01 -2.968656E-05 -3.117929E-05 -2.088379E-06 -2.361166E-07  7.207478E-14
        14   1  3.752133E-01  2.242371E-05  2.139174E-05  8.894337E-07  1.005613E-07  1.223161E-14
        14   2  3.751793E-01 -1.252479E-05 -1.318077E-05  8.894338E-07  1.005613E-07  1.263312E-14
        14   3  3.752133E-01  2.242371E-05  2.139174E-05 -8.894337E-07  1.005613E-07 -1.202800E-14
        14   4  3.751793E-01 -1.252479E-05 -1.318077E-05 -8.894338E-07  1.005613E-07 -1.264108E-14
        14   5  3.752133E-01  2.242371E-05  2.139174E-05  8.894337E-07 -1.005613E-07 -1.380165E-14
        14   6  3.751793E-01 -1.252479E-05 -1.318077E-05  8.894338E-07 -1.005613E-07 -1.326363E-14
        14   7  3.752133E-01  2.242371E-05  2.139174E-05 -8.894337E-07 -1.005613E-07  1.370217E-14
        14   8  3.751793E-01 -1.252479E-05 -1.318077E-05 -8.894338E-07 -1.005613E-07  1.317668E-14
        15   1  3.752032E-01  9.305965E-06  8.843019E-06  3.580728E-07  4.048448E-08  1.892112E-15
        15   2  3.751895E-01 -4.763782E-06 -5.075359E-06  3.580728E-07  4.048448E-08  1.770938E-15
        15   3  3.752032E-01  9.305965E-06  8.843019E-06 -3.580728E-07  4.048448E-08 -1.920024E-15
        15   4  3.751895E-01 -4.763782E-06 -5.075359E-06 -3.580728E-07  4.048448E-08 -1.636837E-15
        15   5  3.752032E-01  9.305965E-06  8.843019E-06  3.580728E-07 -4.048448E-08 -2.311503E-15
        15   6  3.751895E-01 -4.763782E-06 -5.075359E-06  3.580728E-07 -4.048448E-08 -2.456965E-15
        15   7  3.752032E-01  9.305965E-06  8.843019E-06 -3.580728E-07 -4.048448E-08  2.258542E-15
        15   8  3.751895E-01 -4.763782E-06 -5.075359E-06 -3.580728E-07 -4.048448E-08  2.518335E-15
        16   1  3.751982E-01  3.173022E-06  2.931623E-06  9.547151E-08  1.079421E-08 -2.542784E-16
        16   2  3.751945E-01 -5.783376E-07 -7.793782E-07  9.547151E-08  1.079421E-08 -3.144853E-16
        16   3  3.751982E-01  3.173022E-06  2.931622E-06 -9.547151E-08  1.079421E-08  4.124446E-16
        16   4  3.751945E-01 -5.783377E-07 -7.793783E-07 -9.547151E-08  1.079421E-08  4.491234E-16
        16   5  3.751982E-01  3.173022E-06  2.931623E-06  9.547151E-08 -1.079421E-08 -5.913016E-16
        16   6  3.751945E-01 -5.783377E-07 -7.793783E-07  9.547151E-08 -1.079421E-08 -6.473038E-16
        16   7  3.751982E-01  3.173022E-06  2.931623E-06 -9.547151E-08 -1.079421E-08  6.943601E-16
        16   8  3.751945E-01 -5.783376E-07 -7.793782E-07 -9.547151E-08 -1.079421E-08  7.169041E-16

 strains (elem, integ.pnt.,exx,eyy,ezz,exy,exz,eyz) for set ALL and time  0.1750000E+00

         1   1  6.186308E-03 -9.482448E-04 -1.274538E-03  2.589423E-03  6.959764E-04  8.188271E-18
         1   2  6.186308E-03 -3.534309E-03 -4.748350E-03  2.582706E-03  6.935483E-04  3.029963E-17
         1   3  6.186308E-03 -9.482448E-04 -1.274538E-03 -2.589423E-03  6.959764E-04 -9.034189E-18
         1   4  6.186308E-03 -3.534309E-03 -4.748350E-03 -2.582706E-03  6.935483E-04 -3.376592E-17
         1   5  6.186308E-03 -9.482448E-04 -1.274538E-03  2.589423E-03 -6.959764E-04  9.105266E-18
         1   6  6.186308E-03 -3.534309E-03 -4.748350E-03  2.582706E-03 -6.935483E-04  3.394814E-17
         1   7  6.186308E-03 -9.482448E-04 -1.274538E-03 -2.589423E-03 -6.959764E-04 -8.171352E-18
         1   8  6.186308E-03 -3.534309E-03 -4.748350E-03 -2.582706E-03 -6.935483E-04 -3.014439E-17
         2   1  1.354523E-02 -5.016610E-03 -6.407543E-03  1.467848E-03  2.134539E-04  1.792607E-17
         2   2  1.354523E-02 -6.483370E-03 -7.474236E-03  1.465671E-03  2.132231E-04 -3.708246E-17
         2   3  1.354523E-02 -5.016610E-03 -6.407543E-03 -1.467848E-03  2.134539E-04 -2.142135E-17
         2   4  1.354523E-02 -6.483370E-03 -7.474236E-03 -1.465671E-03  2.132231E-04  3.438644E-17
         2   5  1.354523E-02 -5.016610E-03 -6.407543E-03  1.467848E-03 -2.134539E-04  2.008712E-17
         2   6  1.354523E-02 -6.483370E-03 -7.474236E-03  1.465671E-03 -2.132231E-04 -4.132789E-17
         2   7  1.354523E-02 -5.016610E-03 -6.407543E-03 -1.467848E-03 -2.134539E-04 -1.920629E-17
         2   8  1.354523E-02 -6.483370E-03 -7.474236E-03 -1.465671E-03 -2.132231E-04  2.970343E-17
         3   1  1.668882E-02 -7.266438E-03 -8.013990E-03  6.740249E-04  8.174019E-05 -4.960722E-17
         3   2  1.668882E-02 -7.940233E-03 -8.422606E-03  6.735639E-04  8.170624E-05 -2.401483E-17
         3   3  1.668882E-02 -7.266438E-03 -8.013990E-03 -6.740249E-04  8.174019E-05  4.638485E-17
         3   4  1.668882E-02 -7.940233E-03 -8.422606E-03 -6.735639E-04  8.170624E-05  2.520209E-17
         3   5  1.668882E-02 -7.266438E-03 -8.013990E-03  6.740249E-04 -8.174019E-05 -5.565662E-17
         3   6  1.668882E-02 -7.940233E-03 -8.422606E-03  6.735639E-04 -8.170624E-05 -2.967914E-17
         3   7  1.668882E-02 -7.266438E-03 -8.013990E-03 -6.740249E-04 -8.174019E-05  4.018741E-17
         3   8  1.668882E-02 -7.940233E-03 -8.422606E-03 -6.735639E-04 -8.170624E-05  2.028057E-17
         4   1  1.804396E-02 -8.294848E-03 -8.634405E-03  2.953312E-04  3.402803E-05  3.665941E-19
         4   2  1.804396E-02 -8.590135E-03 -8.804530E-03  2.952425E-04  3.402214E-05  3.898925E-17
         4   3  1.804396E-02 -8.294848E-03 -8.634405E-03 -2.953312E-04  3.402803E-05 -1.783748E-18
         4   4  1.804396E-02 -8.590135E-03 -8.804530E-03 -2.952425E-04  3.402214E-05 -4.412678E-17
         4   5  1.804396E-02 -8.294848E-03 -8.634405E-03  2.953312E-04 -3.402803E-05 -1.958032E-18
         4   6  1.804396E-02 -8.590135E-03 -8.804530E-03  2.952425E-04 -3.402214E-05  4.753917E-17
         4   7  1.804396E-02 -8.294848E-03 -8.634405E-03 -2.953312E-04 -3.402803E-05 -1.259189E-18
         4   8  1.804396E-02 -8.590135E-03 -8.804530E-03 -2.952425E-04 -3.402214E-05 -3.660803E-17
         5   1  1.862880E-02 -8.744997E-03 -8.893383E-03  1.278616E-04  1.452864E-05  3.203477E-17
         5   2  1.862880E-02 -8.872850E-03 -8.966023E-03  1.278449E-04  1.452757E-05 -2.391509E-17
         5   3  1.862880E-02 -8.744997E-03 -8.893383E-03 -1.278616E-04  1.452864E-05 -3.609988E-17
         5   4  1.862880E-02 -8.872850E-03 -8.966023E-03 -1.278449E-04  1.452757E-05  2.918058E-17
         5   5  1.862880E-02 -8.744997E-03 -8.893383E-03  1.278616E-04 -1.452864E-05  4.323673E-17
         5   6  1.862880E-02 -8.872850E-03 -8.966023E-03  1.278449E-04 -1.452757E-05 -1.767663E-17
         5   7  1.862880E-02 -8.744997E-03 -8.893383E-03 -1.278616E-04 -1.452864E-05 -2.575766E-17
         5   8  1.862880E-02 -8.872850E-03 -8.966023E-03 -1.278449E-04 -1.452757E-05  3.637269E-17
         6   1  1.888113E-02 -8.939843E-03 -9.004044E-03  5.518431E-05  6.247288E-06 -3.981861E-17
         6   2  1.888113E-02 -8.995025E-03 -9.035280E-03  5.518121E-05  6.247090E-06 -2.459968E-17
         6   3  1.888113E-02 -8.939843E-03 -9.004044E-03 -5.518431E-05  6.247288E-06  5.134982E-17
         6   4  1.888113E-02 -8.995025E-03 -9.035280E-03 -5.518121E-05  6.247090E-06  4.114722E-17
         6   5  1.888113E-02 -8.939843E-03 -9.004044E-03  5.518431E-05 -6.247288E-06 -3.756235E-17
         6   6  1.888113E-02 -8.995025E-03 -9.035280E-03  5.518121E-05 -6.247090E-06 -3.217065E-17
         6   7  1.888113E-02 -8.939843E-03 -9.004044E-03 -5.518431E-05 -6.247288E-06  5.306885E-17
         6   8  1.888113E-02 -8.995025E-03 -9.035280E-03 -5.518121E-05 -6.247090E-06  3.602724E-17
         7   1  1.898996E-02 -9.023934E-03 -9.051638E-03  2.379815E-05  2.691528E-06 -2.828660E-17
         7   2  1.898996E-02 -9.047731E-03 -9.065096E-03  2.379757E-05  2.691491E-06 -4.702469E-17
         7   3  1.898996E-02 -9.023934E-03 -9.051638E-03 -2.379815E-05  2.691528E-06  3.939895E-17
         7   4  1.898996E-02 -9.047731E-03 -9.065096E-03 -2.379757E-05  2.691491E-06  3.912458E-17
         7   5  1.898996E-02 -9.023934E-03 -9.051638E-03  2.379815E-05 -2.691528E-06 -3.379258E-17
         7   6  1.898996E-02 -9.047731E-03 -9.065096E-03  2.379757E-05 -2.691491E-06 -4.892492E-17
         7   7  1.898996E-02 -9.023934E-03 -9.051638E-03 -2.379815E-05 -2.691528E-06  3.281860E-17
         7   8  1.898996E-02 -9.047731E-03 -9.065096E-03 -2.379757E-05 -2.691491E-06  3.722435E-17
         8   1  1.903689E-02 -9.060198E-03 -9.072145E-03  1.026088E-05  1.160202E-06 -4.978309E-17
         8   2  1.903689E-02 -9.070459E-03 -9.077946E-03  1.026077E-05  1.160195E-06 -3.989165E-17
         8   3  1.903689E-02 -9.060198E-03 -9.072145E-03 -1.026088E-05  1.160202E-06  3.750657E-17
         8   4  1.903689E-02 -9.070459E-03 -9.077946E-03 -1.026077E-05  1.160195E-06  3.272587E-17
         8   5  1.903689E-02 -9.060198E-03 -9.072145E-03  1.026088E-05 -1.160202E-06 -4.920565E-17
         8   6  1.903689E-02 -9.070459E-03 -9.077946E-03  1.026077E-05 -1.160195E-06 -3.756173E-17
         8   7  1.903689E-02 -9.060198E-03 -9.072145E-03 -1.026088E-05 -1.160202E-06  3.888975E-17
         8   8  1.903689E-02 -9.070459E-03 -9.077946E-03 -1.026077E-05 -1.160195E-06  3.412247E-17
         9   1  1.905712E-02 -9.075833E-03 -9.080985E-03  4.423899E-06  5.001826E-07 -2.685843E-17
         9   2  1.905712E-02 -9.080257E-03 -9.083486E-03  4.423879E-06  5.001813E-07 -5.308034E-19
         9   3  1.905712E-02 -9.075833E-03 -9.080985E-03 -4.423899E-06  5.001826E-07  2.583682E-17
         9   4  1.905712E-02 -9.080257E-03 -9.083486E-03 -4.423879E-06  5.001813E-07  1.284438E-17
         9   5  1.905712E-02 -9.075833E-03 -9.080985E-03  4.423899E-06 -5.001826E-07 -2.707330E-17
         9   6  1.905712E-02 -9.080257E-03 -9.083486E-03  4.423879E-06 -5.001813E-07 -7.037084E-18
         9   7  1.905712E-02 -9.075833E-03 -9.080985E-03 -4.423899E-06 -5.001826E-07  2.513851E-17
         9   8  1.905712E-02 -9.080257E-03 -9.083486E-03 -4.423879E-06 -5.001813E-07  6.445534E-18
        10   1  1.906585E-02 -9.082575E-03 -9.084796E-03  1.907291E-06  2.156427E-07 -1.934010E-18
        10   2  1.906585E-02 -9.084482E-03 -9.085874E-03  1.907287E-06  2.156424E-07 -3.773856E-17
        10   3  1.906585E-02 -9.082575E-03 -9.084796E-03 -1.907291E-06  2.156427E-07  1.810187E-17
        10   4  1.906585E-02 -9.084482E-03 -9.085874E-03 -1.907287E-06  2.156424E-07  4.127005E-17
        10   5  1.906585E-02 -9.082575E-03 -9.084796E-03  1.907291E-06 -2.156427E-07 -1.256965E-17
        10   6  1.906585E-02 -9.084482E-03 -9.085874E-03  1.907287E-06 -2.156424E-07 -4.681308E-17
        10   7  1.906585E-02 -9.082575E-03 -9.084796E-03 -1.907291E-06 -2.156427E-07  7.842231E-18
        10   8  1.906585E-02 -9.084482E-03 -9.085874E-03 -1.907287E-06 -2.156424E-07  3.083250E-17
        11   1  1.906961E-02 -9.085481E-03 -9.086439E-03  8.222440E-07  9.296460E-08 -4.352294E-17
        11   2  1.906961E-02 -9.086303E-03 -9.086904E-03  8.222433E-07  9.296456E-08 -2.647834E-17
        11   3  1.906961E-02 -9.085481E-03 -9.086439E-03 -8.222440E-07  9.296460E-08  4.199186E-17
        11   4  1.906961E-02 -9.086303E-03 -9.086904E-03 -8.222433E-07  9.296456E-08  1.847463E-17
        11   5  1.906961E-02 -9.085481E-03 -9.086439E-03  8.222440E-07 -9.296460E-08 -5.210396E-17
        11   6  1.906961E-02 -9.086303E-03 -9.086904E-03  8.222433E-07 -9.296456E-08 -2.724714E-17
        11   7  1.906961E-02 -9.085481E-03 -9.086439E-03 -8.222440E-07 -9.296460E-08  3.470001E-17
        11   8  1.906961E-02 -9.086303E-03 -9.086904E-03 -8.222433E-07 -9.296456E-08  1.855856E-17
        12   1  1.907123E-02 -9.086734E-03 -9.087147E-03  3.543533E-07  4.006392E-08 -1.646378E-17
        12   2  1.907123E-02 -9.087088E-03 -9.087347E-03  3.543532E-07  4.006391E-08 -1.124667E-17
        12   3  1.907123E-02 -9.086734E-03 -9.087147E-03 -3.543533E-07  4.006392E-08  6.956075E-18
        12   4  1.907123E-02 -9.087088E-03 -9.087347E-03 -3.543532E-07  4.006391E-08  1.745707E-18
        12   5  1.907123E-02 -9.086734E-03 -9.087147E-03  3.543533E-07 -4.006392E-08 -1.224713E-17
        12   6  1.907123E-02 -9.087088E-03 -9.087347E-03  3.543532E-07 -4.006391E-08 -2.833519E-18
        12   7  1.907123E-02 -9.086734E-03 -9.087147E-03 -3.543533E-07 -4.006392E-08  1.133387E-17
        12   8  1.907123E-02 -9.087088E-03 -9.087347E-03 -3.543532E-07 -4.006391E-08  7.922957E-18
        13   1  1.907193E-02 -9.087274E-03 -9.087452E-03  1.524312E-07  1.723419E-08 -1.921665E-17
        13   2  1.907193E-02 -9.087426E-03 -9.087538E-03  1.524312E-07  1.723419E-08 -5.311766E-17
        13   3  1.907193E-02 -9.087274E-03 -9.087452E-03 -1.524312E-07  1.723419E-08  1.918973E-17
        13   4  1.907193E-02 -9.087426E-03 -9.087538E-03 -1.524312E-07  1.723419E-08  6.640206E-17
        13   5  1.907193E-02 -9.087274E-03 -9.087452E-03  1.524312E-07 -1.723419E-08 -1.514773E-17
        13   6  1.907193E-02 -9.087426E-03 -9.087538E-03  1.524312E-07 -1.723419E-08 -6.178595E-17
        13   7  1.907193E-02 -9.087274E-03 -9.087452E-03 -1.524312E-07 -1.723419E-08  2.223807E-17
        13   8  1.907193E-02 -9.087426E-03 -9.087538E-03 -1.524312E-07 -1.723419E-08  5.821385E-17
        14   1  1.907223E-02 -9.087506E-03 -9.087583E-03  6.491992E-08  7.339984E-09 -5.262750E-17
        14   2  1.907223E-02 -9.087571E-03 -9.087620E-03  6.491991E-08  7.339983E-09 -2.249326E-17
        14   3  1.907223E-02 -9.087506E-03 -9.087583E-03 -6.491992E-08  7.339984E-09  6.790944E-17
        14   4  1.907223E-02 -9.087571E-03 -9.087620E-03 -6.491991E-08  7.339983E-09  2.189565E-17
        14   5  1.907223E-02 -9.087506E-03 -9.087583E-03  6.491992E-08 -7.339984E-09 -6.521029E-17
        14   6  1.907223E-02 -9.087571E-03 -9.087620E-03  6.491991E-08 -7.339984E-09 -2.482987E-17
        14   7  1.907223E-02 -9.087506E-03 -9.087583E-03 -6.491992E-08 -7.339984E-09  5.774384E-17
        14   8  1.907223E-02 -9.087571E-03 -9.087620E-03 -6.491991E-08 -7.339983E-09  1.830345E-17
        15   1  1.907235E-02 -9.087604E-03 -9.087639E-03  2.613579E-08  2.954968E-09 -1.530884E-17
        15   2  1.907235E-02 -9.087630E-03 -9.087654E-03  2.613579E-08  2.954968E-09 -2.440350E-17
        15   3  1.907235E-02 -9.087604E-03 -9.087639E-03 -2.613579E-08  2.954968E-09  1.321393E-17
        15   4  1.907235E-02 -9.087630E-03 -9.087654E-03 -2.613579E-08  2.954968E-09  3.446837E-17
        15   5  1.907235E-02 -9.087604E-03 -9.087639E-03  2.613579E-08 -2.954968E-09 -1.616829E-17
        15   6  1.907235E-02 -9.087630E-03 -9.087654E-03  2.613579E-08 -2.954968E-09 -2.708590E-17
        15   7  1.907235E-02 -9.087604E-03 -9.087639E-03 -2.613579E-08 -2.954968E-09  1.219334E-17
        15   8  1.907235E-02 -9.087630E-03 -9.087654E-03 -2.613579E-08 -2.954968E-09  3.169197E-17
        16   1  1.907240E-02 -9.087642E-03 -9.087660E-03  6.968480E-09  7.878712E-10 -3.026852E-17
        16   2  1.907240E-02 -9.087649E-03 -9.087664E-03  6.968480E-09  7.878712E-10 -3.478732E-17
        16   3  1.907240E-02 -9.087642E-03 -9.087660E-03 -6.968480E-09  7.878712E-10  4.213957E-17
        16   4  1.907240E-02 -9.087649E-03 -9.087664E-03 -6.968480E-09  7.878712E-10  4.489248E-17
        16   5  1.907240E-02 -9.087642E-03 -9.087660E-03  6.968480E-09 -7.878712E-10 -3.319600E-17
        16   6  1.907240E-02 -9.087649E-03 -9.087664E-03  6.968480E-09 -7.878712E-10 -3.739922E-17
        16   7  1.907240E-02 -9.087642E-03 -9.087660E-03 -6.968480E-09 -7.878712E-10  4.093098E-17
        16   8  1.907240E-02 -9.087649E-03 -9.087664E-03 -6.968480E-09 -7.878712E-10  4.262301E-17

                                INCREMENT     4


 forces (fx,fy,fz) for set RIGHT and time  0.2750000E+00

        65  7.163337E-01 -4.441737E-14 -2.135893E-13
        66  7.163337E-01  4.443652E-14 -2.285025E-13
        67  7.163337E-01  4.374949E-14  2.279056E-13
        68  7.163337E-01 -4.380207E-14  2.133064E-13

 displacements (vx,vy,vz) for set RIGHT and time  0.2750000E+00

        65  5.500000E-01  3.559315E-02  7.118640E-03
        66  5.500000E-01 -3.559315E-02  7.118640E-03
        67  5.500000E-01 -3.559315E-02 -7.118640E-03
        68  5.500000E-01  3.559315E-02 -7.118640E-03

 stresses (elem, integ.pnt.,sxx,syy,szz,sxy,sxz,syz) for set ALL and time  0.2750000E+00

         1   1  2.136319E+00  1.989838E+00  1.982739E+00  5.386614E-02  1.447474E-02  1.159217E-04
         1   2 -9.956276E-01 -1.198467E+00 -1.224150E+00  5.472712E-02  1.470610E-02  1.177746E-04
         1   3  2.136319E+00  1.989838E+00  1.982739E+00 -5.386614E-02  1.447474E-02 -1.159217E-04
         1   4 -9.956276E-01 -1.198467E+00 -1.224150E+00 -5.472712E-02  1.470610E-02 -1.177746E-04
         1   5  2.136319E+00  1.989838E+00  1.982739E+00  5.386614E-02 -1.447474E-02 -1.159217E-04
         1   6 -9.956276E-01 -1.198467E+00 -1.224150E+00  5.472712E-02 -1.470610E-02 -1.177746E-04
         1   7  2.136319E+00  1.989838E+00  1.982739E+00 -5.386614E-02 -1.447474E-02  1.159217E-04
