material_id,polymer,form,case_id,bulk_density_kg_m3,aspect_ratio,wall_friction,inter_particle_friction,throat_fill,agitator_rpm,auger_rpm,screen_discharge_variability,bridge_index,bridge_clear_cycles,mass_per_rev_g,unobstructed_feed_g_h,effective_feed_g_h,estimated_torque_nm,estimated_current_a
PLA_THIN_WALL,PLA,thin walls,corner_07,240,6.5,0.46,0.39,0.63,8.0,20.0,0.4,0.5025714285714286,2,0.2591518860723362,310.9822632868034,282.8499192291269,1.47,2.8544
PLA_THIN_WALL,PLA,thin walls,corner_08,130,3.0,0.31,0.56,0.45,8.0,4.0,0.05,0.40657142857142864,2,0.14538729322808144,34.89295037473955,32.33938457217218,0.798,1.83296
PLA_THIN_WALL,PLA,thin walls,corner_09,240,3.0,0.31,0.56,0.45,8.0,20.0,0.05,0.40657142857142864,2,0.26840731057491957,322.08877268990346,298.5173960508201,0.99,2.1248
PLA_THIN_WALL,PLA,thin walls,corner_10,130,6.5,0.31,0.56,0.63,8.0,4.0,0.05,0.45657142857142863,2,0.14872952985401436,35.69508716496345,32.76156291578342,1.198,2.44096
PLA_THIN_WALL,PLA,thin walls,corner_11,240,6.5,0.31,0.56,0.63,8.0,20.0,0.05,0.45657142857142863,2,0.2745775935766419,329.4931122919703,302.4144269149239,1.39,2.7328
PLA_THIN_WALL,PLA,thin walls,corner_12,130,3.0,0.46,0.56,0.45,8.0,4.0,0.4,0.6425714285714287,3,0.11530716359468529,27.673719262724468,24.472897825028433,1.328,2.63856
PLA_THIN_WALL,PLA,thin walls,corner_13,240,3.0,0.46,0.56,0.45,8.0,20.0,0.4,0.6425714285714287,3,0.212874763559419,255.4497162713028,225.90367223103172,1.52,2.9304
PLA_THIN_WALL,PLA,thin walls,corner_14,130,6.5,0.46,0.56,0.63,8.0,4.0,0.4,0.6925714285714285,3,0.11864940022061818,28.475856052948362,24.925974477799095,1.728,3.24656
PLA_THIN_WALL,PLA,thin walls,corner_15,240,6.5,0.46,0.56,0.63,8.0,20.0,0.4,0.6925714285714285,3,0.2190450465611413,262.85405587336953,230.08591825660707,1.92,3.5384
PLA_THIN_WALL,PLA,thin walls,corner_16,130,3.0,0.31,0.39,0.45,20.0,4.0,0.05,0.028000000000000025,1,0.16711183129664534,40.10683951119488,39.904701040058455,0.348,1.14896
PLA_THIN_WALL,PLA,thin walls,corner_17,240,3.0,0.31,0.39,0.45,20.0,20.0,0.05,0.028000000000000025,1,0.3085141500861145,370.2169801033374,368.3510865236166,0.54,1.4408
PLA_THIN_WALL,PLA,thin walls,corner_18,130,6.5,0.31,0.39,0.63,20.0,4.0,0.05,0.07800000000000004,1,0.17045406792257822,40.908976301418775,40.33461427414685,0.748,1.7569599999999999
PLA_THIN_WALL,PLA,thin walls,corner_19,240,6.5,0.31,0.39,0.63,20.0,20.0,0.05,0.07800000000000004,1,0.3146844330878368,377.6213197054041,372.31951637674024,0.94,2.0488
PLA_THIN_WALL,PLA,thin walls,corner_20,130,3.0,0.46,0.39,0.45,20.0,4.0,0.4,0.264,1,0.13703170166324918,32.887608399179804,31.32478924805078,0.8780000000000001,1.9545600000000003
PLA_THIN_WALL,PLA,thin walls,corner_21,240,3.0,0.46,0.39,0.45,20.0,20.0,0.4,0.264,1,0.2529816030706139,303.5779236847367,289.151900751238,1.07,2.2464
PLA_THIN_WALL,PLA,thin walls,corner_22,130,6.5,0.46,0.39,0.63,20.0,4.0,0.4,0.31400000000000006,2,0.14037393828918207,33.689745189403695,31.7856007912986,1.278,2.56256
PLA_THIN_WALL,PLA,thin walls,corner_23,240,6.5,0.46,0.39,0.63,20.0,20.0,0.4,0.31400000000000006,2,0.2591518860723362,310.9822632868034,293.40554576583327,1.47,2.8544
PLA_THIN_WALL,PLA,thin walls,corner_24,130,3.0,0.31,0.56,0.45,20.0,4.0,0.05,0.21800000000000005,1,0.14538729322808144,34.89295037473955,33.523751002034764,0.798,1.83296
PLA_THIN_WALL,PLA,thin walls,corner_25,240,3.0,0.31,0.56,0.45,20.0,20.0,0.05,0.21800000000000005,1,0.26840731057491957,322.08877268990346,309.4500092495516,0.99,2.1248
PLA_THIN_WALL,PLA,thin walls,corner_26,130,6.5,0.31,0.56,0.63,20.0,4.0,0.05,0.268,1,0.14872952985401436,35.69508716496345,33.97315616012561,1.198,2.44096
PLA_THIN_WALL,PLA,thin walls,corner_27,240,6.5,0.31,0.56,0.63,20.0,20.0,0.05,0.268,1,0.2745775935766419,329.4931122919703,313.5983645550057,1.39,2.7328
PLA_THIN_WALL,PLA,thin walls,corner_28,130,3.0,0.46,0.56,0.45,20.0,4.0,0.4,0.4540000000000002,2,0.11530716359468529,27.673719262724468,25.412222924574625,1.328,2.63856
PLA_THIN_WALL,PLA,thin walls,corner_29,240,3.0,0.46,0.56,0.45,20.0,20.0,0.4,0.4540000000000002,2,0.212874763559419,255.4497162713028,234.57436545761195,1.52,2.9304
PLA_THIN_WALL,PLA,thin walls,corner_30,130,6.5,0.46,0.56,0.63,20.0,4.0,0.4,0.504,2,0.11864940022061818,28.475856052948362,25.892526391824887,1.728,3.24656
PLA_THIN_WALL,PLA,thin walls,corner_31,240,6.5,0.46,0.56,0.63,20.0,20.0,0.4,0.504,2,0.2190450465611413,262.85405587336953,239.00793592453743,1.92,3.5384
PLA_DENSE_FLAKE,PLA,dense flakes,center,420,1.8,0.28,0.34,0.7,14.0,12.0,0.2,0.31927930402930427,2,0.47309062791859047,340.6252521013851,321.04942528475254,1.0711153846153847,2.2480953846153846
PLA_DENSE_FLAKE,PLA,dense flakes,oat_bulk_density_kg_m3_low,340,1.8,0.28,0.34,0.7,14.0,12.0,0.2,0.31927930402930427,2,0.38297812736266845,275.7442517011213,259.8971538019425,1.0711153846153847,2.2480953846153846
PLA_DENSE_FLAKE,PLA,dense flakes,oat_bulk_density_kg_m3_high,500,1.8,0.28,0.34,0.7,14.0,12.0,0.2,0.31927930402930427,2,0.5632031284745125,405.506252501649,382.20169676756257,1.0711153846153847,2.2480953846153846
PLA_DENSE_FLAKE,PLA,dense flakes,oat_aspect_ratio_low,420,1.2,0.28,0.34,0.7,14.0,12.0,0.2,0.2480293040293042,1,0.48928762079811144,352.28708697464026,336.55913319449064,0.9886153846153848,2.122695384615385
PLA_DENSE_FLAKE,PLA,dense flakes,oat_aspect_ratio_high,420,2.8,0.28,0.34,0.7,14.0,12.0,0.2,0.4380293040293043,2,0.44609563978605543,321.1888606459599,295.8646366896312,1.2086153846153849,2.457095384615385
PLA_DENSE_FLAKE,PLA,dense flakes,oat_wall_friction_low,420,1.8,0.22,0.34,0.7,14.0,12.0,0.2,0.23620238095238108,1,0.5179438389695717,372.9195640580917,357.06435604992754,0.8265,1.87628
PLA_DENSE_FLAKE,PLA,dense flakes,oat_wall_friction_high,420,1.8,0.35,0.34,0.7,14.0,12.0,0.2,0.41620238095238116,2,0.4207618816924457,302.9485548185609,280.2527310506787,1.3565,2.68188
PLA_DENSE_FLAKE,PLA,dense flakes,oat_inter_particle_friction_low,420,1.8,0.28,0.27,0.7,14.0,12.0,0.2,0.23061263736263757,1,0.5058445468527328,364.20807373396764,349.0896965361075,0.8611153846153847,1.9288953846153847
PLA_DENSE_FLAKE,PLA,dense flakes,oat_inter_particle_friction_high,420,1.8,0.28,0.42,0.7,14.0,12.0,0.2,0.42061263736263754,2,0.43565757770814184,313.6734559498621,289.9251524258717,1.3111153846153845,2.6128953846153844
PLA_DENSE_FLAKE,PLA,dense flakes,oat_agitator_rpm_low,420,1.8,0.28,0.34,0.7,8.0,12.0,0.2,0.4135650183150185,2,0.47309062791859047,340.6252521013851,315.26852814908904,1.0711153846153847,2.2480953846153846
PLA_DENSE_FLAKE,PLA,dense flakes,oat_agitator_rpm_high,420,1.8,0.28,0.34,0.7,20.0,12.0,0.2,0.22499358974358993,1,0.47309062791859047,340.6252521013851,326.83032242041605,1.0711153846153847,2.2480953846153846
PLA_DENSE_FLAKE,PLA,dense flakes,oat_auger_rpm_low,420,1.8,0.28,0.34,0.7,14.0,4.0,0.2,0.31927930402930427,2,0.47309062791859047,113.5417507004617,107.01647509491751,0.9751153846153848,2.102175384615385
PLA_DENSE_FLAKE,PLA,dense flakes,oat_auger_rpm_high,420,1.8,0.28,0.34,0.7,14.0,20.0,0.2,0.31927930402930427,2,0.47309062791859047,567.7087535023086,535.0823754745876,1.1671153846153848,2.394015384615385
PLA_DENSE_FLAKE,PLA,dense flakes,oat_throat_fill_low,420,1.8,0.28,0.34,0.62,14.0,12.0,0.2,0.3892793040293042,2,0.44609563978605543,321.1888606459599,298.6830689417995,0.9811153846153848,2.111295384615385
PLA_DENSE_FLAKE,PLA,dense flakes,oat_throat_fill_high,420,1.8,0.28,0.34,0.78,14.0,12.0,0.2,0.24927930402930418,1,0.5000856160511254,360.06164355681034,343.90557869238233,1.161115384615385,2.384895384615385
PLA_DENSE_FLAKE,PLA,dense flakes,oat_screen_discharge_variability_low,420,1.8,0.28,0.34,0.7,14.0,12.0,0.05,0.29527930402930425,2,0.47309062791859047,340.6252521013851,322.5209263738305,1.0711153846153847,2.2480953846153846
PLA_DENSE_FLAKE,PLA,dense flakes,oat_screen_discharge_variability_high,420,1.8,0.28,0.34,0.7,14.0,12.0,0.4,0.3512793040293042,2,0.47309062791859047,340.6252521013851,319.08742383264854,1.0711153846153847,2.2480953846153846
PLA_DENSE_FLAKE,PLA,dense flakes,corner_00,340,1.2,0.22,0.27,0.62,8.0,4.0,0.05,0.2165714285714286,1,0.43706171262199545,104.89481102927891,100.80571159589753,0.348,1.14896
PLA_DENSE_FLAKE,PLA,dense flakes,corner_01,500,1.2,0.22,0.27,0.62,8.0,20.0,0.05,0.2165714285714286,1,0.6427378126794051,771.2853752152861,741.2184676168937,0.54,1.4408
PLA_DENSE_FLAKE,PLA,dense flakes,corner_02,340,2.8,0.22,0.27,0.78,8.0,4.0,0.05,0.2665714285714286,1,0.44580294687443534,106.99270724986448,101.8588914625667,0.748,1.7569599999999999
PLA_DENSE_FLAKE,PLA,dense flakes,corner_03,500,2.8,0.22,0.27,0.78,8.0,20.0,0.05,0.2665714285714286,1,0.6555925689329932,786.7110827195919,748.9624372247553,0.94,2.0488
PLA_DENSE_FLAKE,PLA,dense flakes,corner_04,340,1.2,0.35,0.27,0.62,8.0,4.0,0.4,0.4525714285714286,2,0.3583906043500363,86.0137450440087,79.00681961916648,0.8780000000000001,1.9545600000000003
PLA_DENSE_FLAKE,PLA,dense flakes,corner_05,500,1.2,0.35,0.27,0.62,8.0,20.0,0.4,0.4525714285714286,2,0.5270450063971123,632.4540076765347,580.9324971997537,1.07,2.2464
PLA_DENSE_FLAKE,PLA,dense flakes,corner_06,340,2.8,0.35,0.27,0.78,8.0,4.0,0.4,0.5025714285714286,2,0.36713183860247617,88.11164126459428,80.14081044825261,1.278,2.56256
PLA_DENSE_FLAKE,PLA,dense flakes,corner_07,500,2.8,0.35,0.27,0.78,8.0,20.0,0.4,0.5025714285714286,2,0.5398997626507003,647.8797151808403,589.2706650606809,1.47,2.8544
PLA_DENSE_FLAKE,PLA,dense flakes,corner_08,340,1.2,0.22,0.42,0.62,8.0,4.0,0.05,0.40657142857142864,2,0.380243689981136,91.25848559547264,84.57992888106568,0.798,1.83296
PLA_DENSE_FLAKE,PLA,dense flakes,corner_09,500,1.2,0.22,0.42,0.62,8.0,20.0,0.05,0.40657142857142864,2,0.5591818970310825,671.0182764372989,621.9112417725419,0.99,2.1248
PLA_DENSE_FLAKE,PLA,dense flakes,corner_10,340,2.8,0.22,0.42,0.78,8.0,4.0,0.05,0.45657142857142863,2,0.388984924233576,93.35638181605825,85.6840876258951,1.198,2.44096
PLA_DENSE_FLAKE,PLA,dense flakes,corner_11,500,2.8,0.22,0.42,0.78,8.0,20.0,0.05,0.45657142857142863,2,0.5720366532846706,686.4439839416046,630.030056072758,1.39,2.7328
PLA_DENSE_FLAKE,PLA,dense flakes,corner_12,340,1.2,0.35,0.42,0.62,8.0,4.0,0.4,0.6425714285714287,3,0.3015725817091769,72.37741961020245,64.00604046545898,1.328,2.63856
PLA_DENSE_FLAKE,PLA,dense flakes,corner_13,500,1.2,0.35,0.42,0.62,8.0,20.0,0.4,0.6425714285714287,3,0.44348909074878956,532.1869088985475,470.63265048131603,1.52,2.9304
PLA_DENSE_FLAKE,PLA,dense flakes,corner_14,340,2.8,0.35,0.42,0.78,8.0,4.0,0.4,0.6925714285714285,3,0.3103138159616168,74.47531583078802,65.19101017270532,1.728,3.24656
PLA_DENSE_FLAKE,PLA,dense flakes,corner_15,500,2.8,0.35,0.42,0.78,8.0,20.0,0.4,0.6925714285714285,3,0.4563438470023776,547.6126164028532,479.34566303459803,1.92,3.5384
PLA_DENSE_FLAKE,PLA,dense flakes,corner_16,340,1.2,0.22,0.27,0.62,20.0,4.0,0.05,0.028000000000000025,1,0.43706171262199545,104.89481102927891,104.36614118169135,0.348,1.14896
PLA_DENSE_FLAKE,PLA,dense flakes,corner_17,500,1.2,0.22,0.27,0.62,20.0,20.0,0.05,0.028000000000000025,1,0.6427378126794051,771.2853752152861,767.398096924201,0.54,1.4408
PLA_DENSE_FLAKE,PLA,dense flakes,corner_18,340,2.8,0.22,0.27,0.78,20.0,4.0,0.05,0.07800000000000004,1,0.44580294687443534,106.99270724986448,105.49052964007637,0.748,1.7569599999999999
PLA_DENSE_FLAKE,PLA,dense flakes,corner_19,500,2.8,0.22,0.27,0.78,20.0,20.0,0.05,0.07800000000000004,1,0.6555925689329932,786.7110827195919,775.6656591182087,0.94,2.0488
PLA_DENSE_FLAKE,PLA,dense flakes,corner_20,340,1.2,0.35,0.27,0.62,20.0,4.0,0.4,0.264,1,0.3583906043500363,86.0137450440087,81.9263718795174,0.8780000000000001,1.9545600000000003
PLA_DENSE_FLAKE,PLA,dense flakes,corner_21,500,1.2,0.35,0.27,0.62,20.0,20.0,0.4,0.264,1,0.5270450063971123,632.4540076765347,602.3997932317458,1.07,2.2464
PLA_DENSE_FLAKE,PLA,dense flakes,corner_22,340,2.8,0.35,0.27,0.78,20.0,4.0,0.4,0.31400000000000006,2,0.36713183860247617,88.11164126459428,83.13157130031941,1.278,2.56256
PLA_DENSE_FLAKE,PLA,dense flakes,corner_23,500,2.8,0.35,0.27,0.78,20.0,20.0,0.4,0.31400000000000006,2,0.5398997626507003,647.8797151808403,611.2615536788193,1.47,2.8544
PLA_DENSE_FLAKE,PLA,dense flakes,corner_24,340,1.2,0.22,0.42,0.62,20.0,4.0,0.05,0.21800000000000005,1,0.380243689981136,91.25848559547264,87.67750262070628,0.798,1.83296
PLA_DENSE_FLAKE,PLA,dense flakes,corner_25,500,1.2,0.22,0.42,0.62,20.0,20.0,0.05,0.21800000000000005,1,0.5591818970310825,671.0182764372989,644.6875192698993,0.99,2.1248
PLA_DENSE_FLAKE,PLA,dense flakes,corner_26,340,2.8,0.22,0.42,0.78,20.0,4.0,0.05,0.268,1,0.388984924233576,93.35638181605825,88.8528699572516,1.198,2.44096
PLA_DENSE_FLAKE,PLA,dense flakes,corner_27,500,2.8,0.22,0.42,0.78,20.0,20.0,0.05,0.268,1,0.5720366532846706,686.4439839416046,653.3299261562616,1.39,2.7328
PLA_DENSE_FLAKE,PLA,dense flakes,corner_28,340,1.2,0.35,0.42,0.62,20.0,4.0,0.4,0.4540000000000002,2,0.3015725817091769,72.37741961020245,66.4627368796567,1.328,2.63856
PLA_DENSE_FLAKE,PLA,dense flakes,corner_29,500,1.2,0.35,0.42,0.62,20.0,20.0,0.4,0.4540000000000002,2,0.44348909074878956,532.1869088985475,488.6965947033582,1.52,2.9304
PLA_DENSE_FLAKE,PLA,dense flakes,corner_30,340,2.8,0.35,0.42,0.78,20.0,4.0,0.4,0.504,2,0.3103138159616168,74.47531583078802,67.71891517861893,1.728,3.24656
PLA_DENSE_FLAKE,PLA,dense flakes,corner_31,500,2.8,0.35,0.42,0.78,20.0,20.0,0.4,0.504,2,0.4563438470023776,547.6126164028532,497.93319984278634,1.92,3.5384
PET_FLAT_FLAKE,PET,flat flakes,center,300,3.0,0.4,0.5,0.59,14.0,12.0,0.2,0.3312857142857145,2,0.33512349553104176,241.28891678235007,226.900513976166,1.0943333333333336,2.283386666666667
PET_FLAT_FLAKE,PET,flat flakes,oat_bulk_density_kg_m3_low,220,3.0,0.4,0.5,0.59,14.0,12.0,0.2,0.3312857142857145,2,0.24575723005609723,176.94520564039001,166.39371024918836,1.0943333333333336,2.283386666666667
PET_FLAT_FLAKE,PET,flat flakes,oat_bulk_density_kg_m3_high,380,3.0,0.4,0.5,0.59,14.0,12.0,0.2,0.3312857142857145,2,0.4244897610059862,305.63262792431004,287.4073177031435,1.0943333333333336,2.283386666666667
PET_FLAT_FLAKE,PET,flat flakes,oat_aspect_ratio_low,300,2.0,0.4,0.5,0.59,14.0,12.0,0.2,0.25528571428571445,1,0.34746406153448633,250.17412430483017,238.67826590141706,1.0063333333333335,2.149626666666667
PET_FLAT_FLAKE,PET,flat flakes,oat_aspect_ratio_high,300,4.5,0.4,0.5,0.59,14.0,12.0,0.2,0.4452857142857145,2,0.3166126465258749,227.96110549862993,209.68969723419258,1.2263333333333333,2.4840266666666664
PET_FLAT_FLAKE,PET,flat flakes,oat_wall_friction_low,300,3.0,0.33,0.5,0.59,14.0,12.0,0.2,0.24728571428571441,1,0.3675174812900838,264.61258652886033,252.83430228448,0.847,1.9074399999999998
PET_FLAT_FLAKE,PET,flat flakes,oat_wall_friction_high,300,3.0,0.48,0.5,0.59,14.0,12.0,0.2,0.4272857142857144,2,0.2981017975207081,214.63329421490982,198.12554093784937,1.3770000000000002,2.7130400000000003
PET_FLAT_FLAKE,PET,flat flakes,oat_inter_particle_friction_low,300,3.0,0.4,0.41,0.59,14.0,12.0,0.2,0.2362857142857144,1,0.36019027022553857,259.33699456238776,248.3070217022286,0.8693333333333334,1.9413866666666668
PET_FLAT_FLAKE,PET,flat flakes,oat_inter_particle_friction_high,300,3.0,0.4,0.59,0.59,14.0,12.0,0.2,0.4262857142857145,2,0.31005672083654495,223.24083900231236,206.11125051018064,1.3193333333333332,2.6253866666666665
PET_FLAT_FLAKE,PET,flat flakes,oat_agitator_rpm_low,300,3.0,0.4,0.5,0.59,8.0,12.0,0.2,0.42557142857142877,2,0.33512349553104176,241.28891678235007,222.80549635991696,1.0943333333333336,2.283386666666667
PET_FLAT_FLAKE,PET,flat flakes,oat_agitator_rpm_high,300,3.0,0.4,0.5,0.59,20.0,12.0,0.2,0.23700000000000018,1,0.33512349553104176,241.28891678235007,230.995531592415,1.0943333333333336,2.283386666666667
PET_FLAT_FLAKE,PET,flat flakes,oat_auger_rpm_low,300,3.0,0.4,0.5,0.59,14.0,4.0,0.2,0.3312857142857145,2,0.33512349553104176,80.42963892745003,75.633504658722,0.9983333333333335,2.137466666666667
PET_FLAT_FLAKE,PET,flat flakes,oat_auger_rpm_high,300,3.0,0.4,0.5,0.59,14.0,20.0,0.2,0.3312857142857145,2,0.33512349553104176,402.1481946372501,378.16752329361,1.1903333333333335,2.4293066666666667
PET_FLAT_FLAKE,PET,flat flakes,oat_throat_fill_low,300,3.0,0.4,0.5,0.5,14.0,12.0,0.2,0.40128571428571447,2,0.31584136115065964,227.40578002847494,210.97993567161814,1.0043333333333335,2.146586666666667
PET_FLAT_FLAKE,PET,flat flakes,oat_throat_fill_high,300,3.0,0.4,0.5,0.68,14.0,12.0,0.2,0.26128571428571445,1,0.35440562991142394,255.17205353622523,243.1709473269115,1.1843333333333335,2.420186666666667
PET_FLAT_FLAKE,PET,flat flakes,oat_screen_discharge_variability_low,300,3.0,0.4,0.5,0.59,14.0,12.0,0.05,0.3072857142857145,2,0.33512349553104176,241.28891678235007,227.94288209666576,1.0943333333333336,2.283386666666667
PET_FLAT_FLAKE,PET,flat flakes,oat_screen_discharge_variability_high,300,3.0,0.4,0.5,0.59,14.0,12.0,0.4,0.36328571428571443,2,0.33512349553104176,241.28891678235007,225.51068981549966,1.0943333333333336,2.283386666666667
PET_FLAT_FLAKE,PET,flat flakes,corner_00,220,2.0,0.33,0.41,0.5,8.0,4.0,0.05,0.2165714285714286,1,0.2828046375789382,67.87311301894516,65.22722515028663,0.348,1.14896
PET_FLAT_FLAKE,PET,flat flakes,corner_01,380,2.0,0.33,0.41,0.5,8.0,20.0,0.05,0.2165714285714286,1,0.48848073763634786,586.1768851636174,563.3260353888392,0.54,1.4408
PET_FLAT_FLAKE,PET,flat flakes,corner_02,220,4.5,0.33,0.41,0.68,8.0,4.0,0.05,0.2665714285714286,1,0.288460730330517,69.23057527932409,65.90869447577846,0.748,1.7569599999999999
PET_FLAT_FLAKE,PET,flat flakes,corner_03,380,4.5,0.33,0.41,0.68,8.0,20.0,0.05,0.2665714285714286,1,0.49825035238907484,597.9004228668898,569.211452290814,0.94,2.0488
PET_FLAT_FLAKE,PET,flat flakes,corner_04,220,2.0,0.48,0.41,0.5,8.0,4.0,0.4,0.4525714285714286,2,0.23189980281472936,55.65595267553505,51.12205975357832,0.8780000000000001,1.9545600000000003
PET_FLAT_FLAKE,PET,flat flakes,corner_05,380,2.0,0.48,0.41,0.5,8.0,20.0,0.4,0.4525714285714286,2,0.4005542048618053,480.6650458341664,441.5086978718128,1.07,2.2464
PET_FLAT_FLAKE,PET,flat flakes,corner_06,220,4.5,0.48,0.41,0.68,8.0,4.0,0.4,0.5025714285714286,2,0.23755589556630813,57.01341493591395,51.85581852533993,1.278,2.56256
PET_FLAT_FLAKE,PET,flat flakes,corner_07,380,4.5,0.48,0.41,0.68,8.0,20.0,0.4,0.5025714285714286,2,0.41032381961453224,492.3885835374387,447.84570544611756,1.47,2.8544
PET_FLAT_FLAKE,PET,flat flakes,corner_08,220,2.0,0.33,0.59,0.5,8.0,4.0,0.05,0.40657142857142864,2,0.24604003469367625,59.0496083264823,54.72818927598368,0.798,1.83296
PET_FLAT_FLAKE,PET,flat flakes,corner_09,380,2.0,0.33,0.59,0.5,8.0,20.0,0.05,0.40657142857142864,2,0.42497824174362264,509.9738900923472,472.6525437471318,0.99,2.1248
PET_FLAT_FLAKE,PET,flat flakes,corner_10,220,4.5,0.33,0.59,0.68,8.0,4.0,0.05,0.45657142857142863,2,0.25169612744525505,60.40707058686121,55.44264493440271,1.198,2.44096
PET_FLAT_FLAKE,PET,flat flakes,corner_11,380,4.5,0.33,0.59,0.68,8.0,20.0,0.05,0.45657142857142863,2,0.43474785649634967,521.6974277956197,478.8228426152962,1.39,2.7328
PET_FLAT_FLAKE,PET,flat flakes,corner_12,220,2.0,0.48,0.59,0.5,8.0,4.0,0.4,0.6425714285714287,3,0.1951351999294674,46.83244798307218,41.41567324235581,1.328,2.63856
PET_FLAT_FLAKE,PET,flat flakes,corner_13,380,2.0,0.48,0.59,0.5,8.0,20.0,0.4,0.6425714285714287,3,0.33705170896908004,404.46205076289607,357.6808143658002,1.52,2.9304
PET_FLAT_FLAKE,PET,flat flakes,corner_14,220,4.5,0.48,0.59,0.68,8.0,4.0,0.4,0.6925714285714285,3,0.20079129268104615,48.189910243451074,42.182418347044624,1.728,3.24656
PET_FLAT_FLAKE,PET,flat flakes,corner_15,380,4.5,0.48,0.59,0.68,8.0,20.0,0.4,0.6925714285714285,3,0.346821323721807,416.18558846616844,364.30270390629454,1.92,3.5384
PET_FLAT_FLAKE,PET,flat flakes,corner_16,220,2.0,0.33,0.41,0.5,20.0,4.0,0.05,0.028000000000000025,1,0.2828046375789382,67.87311301894516,67.53103252932968,0.348,1.14896
PET_FLAT_FLAKE,PET,flat flakes,corner_17,380,2.0,0.33,0.41,0.5,20.0,20.0,0.05,0.028000000000000025,1,0.48848073763634786,586.1768851636174,583.2225536623928,0.54,1.4408
PET_FLAT_FLAKE,PET,flat flakes,corner_18,220,4.5,0.33,0.41,0.68,20.0,4.0,0.05,0.07800000000000004,1,0.288460730330517,69.23057527932409,68.25857800240237,0.748,1.7569599999999999
PET_FLAT_FLAKE,PET,flat flakes,corner_19,380,4.5,0.33,0.41,0.68,20.0,20.0,0.05,0.07800000000000004,1,0.49825035238907484,597.9004228668898,589.5059009298386,0.94,2.0488
PET_FLAT_FLAKE,PET,flat flakes,corner_20,220,2.0,0.48,0.41,0.5,20.0,4.0,0.4,0.264,1,0.23189980281472936,55.65595267553505,53.01118180439362,0.8780000000000001,1.9545600000000003
PET_FLAT_FLAKE,PET,flat flakes,corner_21,380,2.0,0.48,0.41,0.5,20.0,20.0,0.4,0.264,1,0.4005542048618053,480.6650458341664,457.8238428561268,1.07,2.2464
PET_FLAT_FLAKE,PET,flat flakes,corner_22,220,4.5,0.48,0.41,0.68,20.0,4.0,0.4,0.31400000000000006,2,0.23755589556630813,57.01341493591395,53.79101672373609,1.278,2.56256
PET_FLAT_FLAKE,PET,flat flakes,corner_23,380,4.5,0.48,0.41,0.68,20.0,20.0,0.4,0.31400000000000006,2,0.41032381961453224,492.3885835374387,464.55878079590263,1.47,2.8544
PET_FLAT_FLAKE,PET,flat flakes,corner_24,220,2.0,0.33,0.59,0.5,20.0,4.0,0.05,0.21800000000000005,1,0.24604003469367625,59.0496083264823,56.73250169575113,0.798,1.83296
PET_FLAT_FLAKE,PET,flat flakes,corner_25,380,2.0,0.33,0.59,0.5,20.0,20.0,0.05,0.21800000000000005,1,0.42497824174362264,509.9738900923472,489.96251464512346,0.99,2.1248
PET_FLAT_FLAKE,PET,flat flakes,corner_26,220,4.5,0.33,0.59,0.68,20.0,4.0,0.05,0.268,1,0.25169612744525505,60.40707058686121,57.49303350175103,1.198,2.44096
PET_FLAT_FLAKE,PET,flat flakes,corner_27,380,4.5,0.33,0.59,0.68,20.0,20.0,0.05,0.268,1,0.43474785649634967,521.6974277956197,496.530743878759,1.39,2.7328
PET_FLAT_FLAKE,PET,flat flakes,corner_28,220,2.0,0.48,0.59,0.5,20.0,4.0,0.4,0.4540000000000002,2,0.1951351999294674,46.83244798307218,43.00530033389552,1.328,2.63856
PET_FLAT_FLAKE,PET,flat flakes,corner_29,380,2.0,0.48,0.59,0.5,20.0,20.0,0.4,0.4540000000000002,2,0.33705170896908004,404.46205076289607,371.4094119745522,1.52,2.9304
PET_FLAT_FLAKE,PET,flat flakes,corner_30,220,4.5,0.48,0.59,0.68,20.0,4.0,0.4,0.504,2,0.20079129268104615,48.189910243451074,43.81812158616519,1.728,3.24656
PET_FLAT_FLAKE,PET,flat flakes,corner_31,380,4.5,0.48,0.59,0.68,20.0,20.0,0.4,0.504,2,0.346821323721807,416.18558846616844,378.42923188051765,1.92,3.5384
PET_FOLDED_FLAKE,PET,folded flakes,center,240,4.5,0.43,0.54,0.54,14.0,12.0,0.2,0.34242016806722697,2,0.2661204033854268,191.6066904375073,179.79689131187234,1.1145395842547545,2.314100168067227
PET_FOLDED_FLAKE,PET,folded flakes,oat_bulk_density_kg_m3_low,175,4.5,0.43,0.54,0.54,14.0,12.0,0.2,0.34242016806722697,2,0.19404612746854033,139.71321177734904,131.1018999149069,1.1145395842547545,2.314100168067227
PET_FOLDED_FLAKE,PET,folded flakes,oat_bulk_density_kg_m3_high,315,4.5,0.43,0.54,0.54,14.0,12.0,0.2,0.34242016806722697,2,0.34928302944337253,251.48378119922822,235.98341984683236,1.1145395842547545,2.314100168067227
PET_FOLDED_FLAKE,PET,folded flakes,oat_aspect_ratio_low,240,3.0,0.43,0.54,0.54,14.0,12.0,0.2,0.26099159663865557,1,0.2766980313883793,199.22258259963309,189.86340701418524,1.0202538699690402,2.1707858823529413
PET_FOLDED_FLAKE,PET,folded flakes,oat_aspect_ratio_high,240,6.5,0.43,0.54,0.54,14.0,12.0,0.2,0.4509915966386556,2,0.25201689938149013,181.45216755467288,166.72215505804806,1.2402538699690404,2.5051858823529414
