material_id,polymer,form,case_id,bulk_density_kg_m3,aspect_ratio,wall_friction,inter_particle_friction,throat_fill,agitator_rpm,auger_rpm,screen_discharge_variability,bridge_index,bridge_clear_cycles,mass_per_rev_g,unobstructed_feed_g_h,effective_feed_g_h,estimated_torque_nm,estimated_current_a
PLA_SUPPORT,PLA,support fragments,corner_15,390,4.0,0.4,0.46,0.74,8.0,20.0,0.4,0.6925714285714285,3,0.35594820066185456,427.1378407942255,373.8896171669865,1.92,3.5384
PLA_SUPPORT,PLA,support fragments,corner_16,250,1.5,0.26,0.3,0.58,20.0,4.0,0.05,0.028000000000000025,1,0.32136890633970255,77.12853752152861,76.73980969242011,0.348,1.14896
PLA_SUPPORT,PLA,support fragments,corner_17,390,1.5,0.26,0.3,0.58,20.0,20.0,0.05,0.028000000000000025,1,0.501335493889936,601.6025926679232,598.5705156008769,0.54,1.4408
PLA_SUPPORT,PLA,support fragments,corner_18,250,4.0,0.26,0.3,0.74,20.0,4.0,0.05,0.07800000000000004,1,0.3277962844664966,78.67110827195918,77.56656591182087,0.748,1.7569599999999999
PLA_SUPPORT,PLA,support fragments,corner_19,390,4.0,0.26,0.3,0.74,20.0,20.0,0.05,0.07800000000000004,1,0.5113622037677347,613.6346445212816,605.0192141122028,0.94,2.0488
PLA_SUPPORT,PLA,support fragments,corner_20,250,1.5,0.4,0.3,0.58,20.0,4.0,0.4,0.264,1,0.26352250319855614,63.24540076765347,60.23997932317458,0.8780000000000001,1.9545600000000003
PLA_SUPPORT,PLA,support fragments,corner_21,390,1.5,0.4,0.3,0.58,20.0,20.0,0.4,0.264,1,0.41109510498974755,493.3141259876971,469.87183872076173,1.07,2.2464
PLA_SUPPORT,PLA,support fragments,corner_22,250,4.0,0.4,0.3,0.74,20.0,4.0,0.4,0.31400000000000006,2,0.26994988132535014,64.78797151808403,61.12615536788192,1.278,2.56256
PLA_SUPPORT,PLA,support fragments,corner_23,390,4.0,0.4,0.3,0.74,20.0,20.0,0.4,0.31400000000000006,2,0.42112181486754624,505.34617784105546,476.784011869479,1.47,2.8544
PLA_SUPPORT,PLA,support fragments,corner_24,250,1.5,0.26,0.46,0.58,20.0,4.0,0.05,0.21800000000000005,1,0.2795909485155412,67.10182764372989,64.46875192698992,0.798,1.83296
PLA_SUPPORT,PLA,support fragments,corner_25,390,1.5,0.26,0.46,0.58,20.0,20.0,0.05,0.21800000000000005,1,0.4361618796842443,523.3942556210932,502.85626503052146,0.99,2.1248
PLA_SUPPORT,PLA,support fragments,corner_26,250,4.0,0.26,0.46,0.74,20.0,4.0,0.05,0.268,1,0.2860183266423353,68.64439839416048,65.33299261562618,1.198,2.44096
PLA_SUPPORT,PLA,support fragments,corner_27,390,4.0,0.26,0.46,0.74,20.0,20.0,0.05,0.268,1,0.44618858956204305,535.4263074744516,509.5973424018841,1.39,2.7328
PLA_SUPPORT,PLA,support fragments,corner_28,250,1.5,0.4,0.46,0.58,20.0,4.0,0.4,0.4540000000000002,2,0.22174454537439478,53.21869088985475,48.86965947033582,1.328,2.63856
PLA_SUPPORT,PLA,support fragments,corner_29,390,1.5,0.4,0.46,0.58,20.0,20.0,0.4,0.4540000000000002,2,0.3459214907840559,415.10578894086706,381.1833438686194,1.52,2.9304
PLA_SUPPORT,PLA,support fragments,corner_30,250,4.0,0.4,0.46,0.74,20.0,4.0,0.4,0.504,2,0.2281719235011888,54.76126164028531,49.793319984278625,1.728,3.24656
PLA_SUPPORT,PLA,support fragments,corner_31,390,4.0,0.4,0.46,0.74,20.0,20.0,0.4,0.504,2,0.35594820066185456,427.1378407942255,388.38789587737335,1.92,3.5384
PLA_SPAGHETTI,PLA,spaghetti fragments,center,200,7.0,0.35,0.42,0.55,14.0,12.0,0.2,0.3571458916900093,2,0.22135536192759497,159.37586058786837,149.13018249603533,1.0838797852474324,2.2674972735760974
PLA_SPAGHETTI,PLA,spaghetti fragments,oat_bulk_density_kg_m3_low,150,7.0,0.35,0.42,0.55,14.0,12.0,0.2,0.3571458916900093,2,0.16601652144569623,119.53189544090128,111.8476368720265,1.0838797852474324,2.2674972735760974
PLA_SPAGHETTI,PLA,spaghetti fragments,oat_bulk_density_kg_m3_high,260,7.0,0.35,0.42,0.55,14.0,12.0,0.2,0.3571458916900093,2,0.2877619705058735,207.18861876422892,193.86923724484598,1.0838797852474324,2.2674972735760974
PLA_SPAGHETTI,PLA,spaghetti fragments,oat_aspect_ratio_low,200,4.5,0.35,0.42,0.55,14.0,12.0,0.2,0.2515903361344538,1,0.2327818119307844,167.60290459016477,160.0127957916337,0.9616575630252101,2.0817194957983194
PLA_SPAGHETTI,PLA,spaghetti fragments,oat_aspect_ratio_high,200,9.0,0.35,0.42,0.55,14.0,12.0,0.2,0.44159033613445375,2,0.21221420192504345,152.7942253860313,140.6491837834595,1.18165756302521,2.416119495798319
PLA_SPAGHETTI,PLA,spaghetti fragments,oat_wall_friction_low,200,7.0,0.29,0.42,0.55,14.0,12.0,0.2,0.28000303454715214,1,0.24118841443313094,173.65565839185427,164.90331835497378,0.8567369281045752,1.9222401307189543
PLA_SPAGHETTI,PLA,spaghetti fragments,oat_wall_friction_high,200,7.0,0.43,0.42,0.55,14.0,12.0,0.2,0.4600030345471522,2,0.19491129192021375,140.33613018255392,128.7162219492497,1.3867369281045754,2.727840130718955
PLA_SPAGHETTI,PLA,spaghetti fragments,oat_inter_particle_friction_low,200,7.0,0.35,0.34,0.55,14.0,12.0,0.2,0.267734126984127,1,0.23708353428492632,170.70014468514694,162.47373892674537,0.8721150793650795,1.9456149206349207
PLA_SPAGHETTI,PLA,spaghetti fragments,oat_inter_particle_friction_high,200,7.0,0.35,0.51,0.55,14.0,12.0,0.2,0.45773412698412697,2,0.20366116802559725,146.63604097843003,134.55438334212937,1.3221150793650795,2.629614920634921
