scenario,time_s,signal,value
TraverseHomeWrongDirection,15.0,traverseReady,0.0
TraverseHomeWrongDirection,20.0,homingState,6.0
TraverseHomeWrongDirection,20.0,leftLimit,0.0
TraverseHomeWrongDirection,20.0,traverseFault,1.0
TraverseHomeWrongDirection,20.0,traversePositionMm,68.0
TraverseHomeWrongDirection,20.0,traverseReady,0.0
TraverseLimitFailure,0.0,homingState,2.0
TraverseLimitFailure,0.0,leftLimit,0.0
TraverseLimitFailure,0.0,traverseFault,0.0
TraverseLimitFailure,0.0,traversePositionMm,34.0
TraverseLimitFailure,0.0,traverseReady,0.0
TraverseLimitFailure,4.9,homingState,2.0
TraverseLimitFailure,4.9,leftLimit,0.0
TraverseLimitFailure,4.9,traverseFault,0.0
TraverseLimitFailure,4.9,traversePositionMm,0.0
TraverseLimitFailure,4.9,traverseReady,0.0
TraverseLimitFailure,9.9,homingState,6.0
TraverseLimitFailure,9.9,leftLimit,0.0
TraverseLimitFailure,9.9,traverseFault,1.0
TraverseLimitFailure,9.9,traversePositionMm,0.0
TraverseLimitFailure,9.9,traverseReady,0.0
TraverseLimitFailure,15.0,homingState,6.0
TraverseLimitFailure,15.0,leftLimit,0.0
TraverseLimitFailure,15.0,traverseFault,1.0
TraverseLimitFailure,15.0,traversePositionMm,0.0
TraverseLimitFailure,15.0,traverseReady,0.0
TraverseLimitFailure,20.0,homingState,6.0
TraverseLimitFailure,20.0,leftLimit,0.0
TraverseLimitFailure,20.0,traverseFault,1.0
TraverseLimitFailure,20.0,traversePositionMm,0.0
TraverseLimitFailure,20.0,traverseReady,0.0
PLAShredderRecirculation,0.0,axialMigrationProbability,0.007073333333333334
PLAShredderRecirculation,0.0,cutterTorqueNm,21.99375000440007
PLAShredderRecirculation,0.0,deadPocketProbability,0.01110666666666667
PLAShredderRecirculation,0.0,guardedFragmentEjection,0.0
PLAShredderRecirculation,0.0,oversizeReturnProbability,0.9422200000000001
PLAShredderRecirculation,0.0,passes,1.0
PLAShredderRecirculation,0.0,ribbonBypassProbability,0.0
PLAShredderRecirculation,5.0,axialMigrationProbability,0.007073333333333334
PLAShredderRecirculation,5.0,cutterTorqueNm,21.99375000440007
PLAShredderRecirculation,5.0,deadPocketProbability,0.01110666666666667
PLAShredderRecirculation,5.0,guardedFragmentEjection,0.0
PLAShredderRecirculation,5.0,oversizeReturnProbability,0.9422200000000001
PLAShredderRecirculation,5.0,passes,1.0
PLAShredderRecirculation,5.0,ribbonBypassProbability,0.0
PLAShredderRecirculation,10.05,axialMigrationProbability,0.007073333333333334
PLAShredderRecirculation,10.05,cutterTorqueNm,21.99375000440007
PLAShredderRecirculation,10.05,deadPocketProbability,0.01110666666666667
PLAShredderRecirculation,10.05,guardedFragmentEjection,0.0
PLAShredderRecirculation,10.05,oversizeReturnProbability,0.9422200000000001
PLAShredderRecirculation,10.05,passes,1.0
PLAShredderRecirculation,10.05,ribbonBypassProbability,0.0
PLAShredderRecirculation,15.05,axialMigrationProbability,0.007073333333333334
PLAShredderRecirculation,15.05,cutterTorqueNm,21.99375000440007
PLAShredderRecirculation,15.05,deadPocketProbability,0.01110666666666667
PLAShredderRecirculation,15.05,guardedFragmentEjection,0.0
PLAShredderRecirculation,15.05,oversizeReturnProbability,0.9422200000000001
PLAShredderRecirculation,15.05,passes,1.0
PLAShredderRecirculation,15.05,ribbonBypassProbability,0.0
PLAShredderRecirculation,20.0,axialMigrationProbability,0.007073333333333334
PLAShredderRecirculation,20.0,cutterTorqueNm,21.99375000440007
PLAShredderRecirculation,20.0,deadPocketProbability,0.01110666666666667
PLAShredderRecirculation,20.0,guardedFragmentEjection,0.0
PLAShredderRecirculation,20.0,oversizeReturnProbability,0.9422200000000001
PLAShredderRecirculation,20.0,passes,1.0
PLAShredderRecirculation,20.0,ribbonBypassProbability,0.0
PETRibbonRecirculation,0.0,axialMigrationProbability,0.007073333333333334
PETRibbonRecirculation,0.0,cutterTorqueNm,21.99375000440007
PETRibbonRecirculation,0.0,deadPocketProbability,0.01110666666666667
PETRibbonRecirculation,0.0,guardedFragmentEjection,0.0
PETRibbonRecirculation,0.0,oversizeReturnProbability,0.9422200000000001
PETRibbonRecirculation,0.0,passes,1.0
PETRibbonRecirculation,0.0,ribbonBypassProbability,0.007875
PETRibbonRecirculation,5.0,axialMigrationProbability,0.007073333333333334
PETRibbonRecirculation,5.0,cutterTorqueNm,21.99375000440007
PETRibbonRecirculation,5.0,deadPocketProbability,0.01110666666666667
PETRibbonRecirculation,5.0,guardedFragmentEjection,0.0
PETRibbonRecirculation,5.0,oversizeReturnProbability,0.9422200000000001
PETRibbonRecirculation,5.0,passes,1.0
PETRibbonRecirculation,5.0,ribbonBypassProbability,0.007875
PETRibbonRecirculation,10.05,axialMigrationProbability,0.007073333333333334
PETRibbonRecirculation,10.05,cutterTorqueNm,21.99375000440007
PETRibbonRecirculation,10.05,deadPocketProbability,0.01110666666666667
PETRibbonRecirculation,10.05,guardedFragmentEjection,0.0
PETRibbonRecirculation,10.05,oversizeReturnProbability,0.9422200000000001
PETRibbonRecirculation,10.05,passes,1.0
PETRibbonRecirculation,10.05,ribbonBypassProbability,0.007875
PETRibbonRecirculation,15.05,axialMigrationProbability,0.007073333333333334
PETRibbonRecirculation,15.05,cutterTorqueNm,21.99375000440007
PETRibbonRecirculation,15.05,deadPocketProbability,0.01110666666666667
PETRibbonRecirculation,15.05,guardedFragmentEjection,0.0
PETRibbonRecirculation,15.05,oversizeReturnProbability,0.9422200000000001
PETRibbonRecirculation,15.05,passes,1.0
PETRibbonRecirculation,15.05,ribbonBypassProbability,0.007875
PETRibbonRecirculation,20.0,axialMigrationProbability,0.007073333333333334
PETRibbonRecirculation,20.0,cutterTorqueNm,21.99375000440007
PETRibbonRecirculation,20.0,deadPocketProbability,0.01110666666666667
PETRibbonRecirculation,20.0,guardedFragmentEjection,0.0
PETRibbonRecirculation,20.0,oversizeReturnProbability,0.9422200000000001
PETRibbonRecirculation,20.0,passes,1.0
PETRibbonRecirculation,20.0,ribbonBypassProbability,0.007875
PLAHopperBridgeClear,0.0,attachmentReactionTorqueNm,2.2
PLAHopperBridgeClear,0.0,attachmentVerticalLoadN,5.4
PLAHopperBridgeClear,0.0,bridgeClearCycles,2.0
PLAHopperBridgeClear,0.0,continuousStarvationS,0.0
PLAHopperBridgeClear,0.0,controlledPause,0.0
PLAHopperBridgeClear,0.0,deliveredFeedGH,0.0
PLAHopperBridgeClear,0.0,der(feedInventoryG),0.0
PLAHopperBridgeClear,0.0,feedInventoryG,20.0
PLAHopperBridgeClear,0.0,feederCurrentA,2.768105142857144
PLAHopperBridgeClear,0.0,feederTorqueNm,1.413227067669174
PLAHopperBridgeClear,0.0,inventoryBounded,1.0
PLAHopperBridgeClear,0.0,uncontrolledOverfeed,0.0
PLAHopperBridgeClear,4.95,attachmentReactionTorqueNm,2.2
PLAHopperBridgeClear,4.95,attachmentVerticalLoadN,5.4
PLAHopperBridgeClear,4.95,bridgeClearCycles,2.0
PLAHopperBridgeClear,4.95,continuousStarvationS,0.0
PLAHopperBridgeClear,4.95,controlledPause,0.0
PLAHopperBridgeClear,4.95,deliveredFeedGH,95.85599043482054
PLAHopperBridgeClear,4.95,der(feedInventoryG),0.0
PLAHopperBridgeClear,4.95,feedInventoryG,20.0
PLAHopperBridgeClear,4.95,feederCurrentA,2.768105142857144
PLAHopperBridgeClear,4.95,feederTorqueNm,1.413227067669174
PLAHopperBridgeClear,4.95,inventoryBounded,1.0
PLAHopperBridgeClear,4.95,uncontrolledOverfeed,0.0
PLAHopperBridgeClear,10.0,attachmentReactionTorqueNm,2.2
PLAHopperBridgeClear,10.0,attachmentVerticalLoadN,5.4
PLAHopperBridgeClear,10.0,bridgeClearCycles,2.0
PLAHopperBridgeClear,10.0,continuousStarvationS,0.0
PLAHopperBridgeClear,10.0,controlledPause,0.0
PLAHopperBridgeClear,10.0,deliveredFeedGH,95.85599043482054
PLAHopperBridgeClear,10.0,der(feedInventoryG),0.0
PLAHopperBridgeClear,10.0,feedInventoryG,20.0
PLAHopperBridgeClear,10.0,feederCurrentA,2.768105142857144
PLAHopperBridgeClear,10.0,feederTorqueNm,1.413227067669174
PLAHopperBridgeClear,10.0,inventoryBounded,1.0
PLAHopperBridgeClear,10.0,uncontrolledOverfeed,0.0
PLAHopperBridgeClear,15.05,attachmentReactionTorqueNm,2.2
PLAHopperBridgeClear,15.05,attachmentVerticalLoadN,5.4
PLAHopperBridgeClear,15.05,bridgeClearCycles,2.0
PLAHopperBridgeClear,15.05,continuousStarvationS,0.0
PLAHopperBridgeClear,15.05,controlledPause,0.0
PLAHopperBridgeClear,15.05,deliveredFeedGH,95.85599043482054
PLAHopperBridgeClear,15.05,der(feedInventoryG),0.0
PLAHopperBridgeClear,15.05,feedInventoryG,20.0
PLAHopperBridgeClear,15.05,feederCurrentA,2.768105142857144
PLAHopperBridgeClear,15.05,feederTorqueNm,1.413227067669174
PLAHopperBridgeClear,15.05,inventoryBounded,1.0
PLAHopperBridgeClear,15.05,uncontrolledOverfeed,0.0
PLAHopperBridgeClear,20.0,attachmentReactionTorqueNm,2.2
PLAHopperBridgeClear,20.0,attachmentVerticalLoadN,5.4
PLAHopperBridgeClear,20.0,bridgeClearCycles,2.0
PLAHopperBridgeClear,20.0,continuousStarvationS,0.0
PLAHopperBridgeClear,20.0,controlledPause,0.0
PLAHopperBridgeClear,20.0,deliveredFeedGH,95.85599043482054
PLAHopperBridgeClear,20.0,der(feedInventoryG),0.0
PLAHopperBridgeClear,20.0,feedInventoryG,20.0
PLAHopperBridgeClear,20.0,feederCurrentA,2.768105142857144
PLAHopperBridgeClear,20.0,feederTorqueNm,1.413227067669174
PLAHopperBridgeClear,20.0,inventoryBounded,1.0
PLAHopperBridgeClear,20.0,uncontrolledOverfeed,0.0
PETHopperBridgeClear,0.0,attachmentReactionTorqueNm,2.2
PETHopperBridgeClear,0.0,attachmentVerticalLoadN,5.4
PETHopperBridgeClear,0.0,bridgeClearCycles,2.0
PETHopperBridgeClear,0.0,continuousStarvationS,0.0
PETHopperBridgeClear,0.0,controlledPause,0.0
PETHopperBridgeClear,0.0,deliveredFeedGH,0.0
PETHopperBridgeClear,0.0,der(feedInventoryG),0.0
PETHopperBridgeClear,0.0,feedInventoryG,20.0
PETHopperBridgeClear,0.0,feederCurrentA,2.768105142857144
PETHopperBridgeClear,0.0,feederTorqueNm,1.413227067669174
PETHopperBridgeClear,0.0,inventoryBounded,1.0
PETHopperBridgeClear,0.0,uncontrolledOverfeed,0.0
PETHopperBridgeClear,4.95,attachmentReactionTorqueNm,2.2
PETHopperBridgeClear,4.95,attachmentVerticalLoadN,5.4
PETHopperBridgeClear,4.95,bridgeClearCycles,2.0
PETHopperBridgeClear,4.95,continuousStarvationS,0.0
PETHopperBridgeClear,4.95,controlledPause,0.0
PETHopperBridgeClear,4.95,deliveredFeedGH,95.85599043482054
PETHopperBridgeClear,4.95,der(feedInventoryG),0.0
PETHopperBridgeClear,4.95,feedInventoryG,20.0
PETHopperBridgeClear,4.95,feederCurrentA,2.768105142857144
PETHopperBridgeClear,4.95,feederTorqueNm,1.413227067669174
PETHopperBridgeClear,4.95,inventoryBounded,1.0
PETHopperBridgeClear,4.95,uncontrolledOverfeed,0.0
PETHopperBridgeClear,10.0,attachmentReactionTorqueNm,2.2
PETHopperBridgeClear,10.0,attachmentVerticalLoadN,5.4
PETHopperBridgeClear,10.0,bridgeClearCycles,2.0
PETHopperBridgeClear,10.0,continuousStarvationS,0.0
PETHopperBridgeClear,10.0,controlledPause,0.0
PETHopperBridgeClear,10.0,deliveredFeedGH,95.85599043482054
PETHopperBridgeClear,10.0,der(feedInventoryG),0.0
PETHopperBridgeClear,10.0,feedInventoryG,20.0
PETHopperBridgeClear,10.0,feederCurrentA,2.768105142857144
PETHopperBridgeClear,10.0,feederTorqueNm,1.413227067669174
PETHopperBridgeClear,10.0,inventoryBounded,1.0
PETHopperBridgeClear,10.0,uncontrolledOverfeed,0.0
PETHopperBridgeClear,15.05,attachmentReactionTorqueNm,2.2
PETHopperBridgeClear,15.05,attachmentVerticalLoadN,5.4
PETHopperBridgeClear,15.05,bridgeClearCycles,2.0
PETHopperBridgeClear,15.05,continuousStarvationS,0.0
PETHopperBridgeClear,15.05,controlledPause,0.0
PETHopperBridgeClear,15.05,deliveredFeedGH,95.85599043482054
PETHopperBridgeClear,15.05,der(feedInventoryG),0.0
PETHopperBridgeClear,15.05,feedInventoryG,20.0
PETHopperBridgeClear,15.05,feederCurrentA,2.768105142857144
PETHopperBridgeClear,15.05,feederTorqueNm,1.413227067669174
PETHopperBridgeClear,15.05,inventoryBounded,1.0
PETHopperBridgeClear,15.05,uncontrolledOverfeed,0.0
PETHopperBridgeClear,20.0,attachmentReactionTorqueNm,2.2
PETHopperBridgeClear,20.0,attachmentVerticalLoadN,5.4
PETHopperBridgeClear,20.0,bridgeClearCycles,2.0
PETHopperBridgeClear,20.0,continuousStarvationS,0.0
PETHopperBridgeClear,20.0,controlledPause,0.0
PETHopperBridgeClear,20.0,deliveredFeedGH,95.85599043482054
PETHopperBridgeClear,20.0,der(feedInventoryG),0.0
PETHopperBridgeClear,20.0,feedInventoryG,20.0
PETHopperBridgeClear,20.0,feederCurrentA,2.768105142857144
PETHopperBridgeClear,20.0,feederTorqueNm,1.413227067669174
PETHopperBridgeClear,20.0,inventoryBounded,1.0
PETHopperBridgeClear,20.0,uncontrolledOverfeed,0.0
FeedRateNominalPLA,0.0,attachmentReactionTorqueNm,2.2
FeedRateNominalPLA,0.0,attachmentVerticalLoadN,5.4
FeedRateNominalPLA,0.0,bridgeClearCycles,0.0
FeedRateNominalPLA,0.0,continuousStarvationS,0.0
FeedRateNominalPLA,0.0,controlledPause,0.0
FeedRateNominalPLA,0.0,deliveredFeedGH,100.2432483046461
FeedRateNominalPLA,0.0,der(feedInventoryG),0.0
FeedRateNominalPLA,0.0,feedInventoryG,20.0
FeedRateNominalPLA,0.0,feederCurrentA,2.768105142857144
FeedRateNominalPLA,0.0,feederTorqueNm,1.413227067669174
FeedRateNominalPLA,0.0,inventoryBounded,1.0
FeedRateNominalPLA,0.0,uncontrolledOverfeed,0.0
FeedRateNominalPLA,5.0,attachmentReactionTorqueNm,2.2
FeedRateNominalPLA,5.0,attachmentVerticalLoadN,5.4
FeedRateNominalPLA,5.0,bridgeClearCycles,0.0
FeedRateNominalPLA,5.0,continuousStarvationS,0.0
FeedRateNominalPLA,5.0,controlledPause,0.0
FeedRateNominalPLA,5.0,deliveredFeedGH,100.2432483046461
FeedRateNominalPLA,5.0,der(feedInventoryG),0.0
FeedRateNominalPLA,5.0,feedInventoryG,20.0
FeedRateNominalPLA,5.0,feederCurrentA,2.768105142857144
FeedRateNominalPLA,5.0,feederTorqueNm,1.413227067669174
FeedRateNominalPLA,5.0,inventoryBounded,1.0
FeedRateNominalPLA,5.0,uncontrolledOverfeed,0.0
FeedRateNominalPLA,10.05,attachmentReactionTorqueNm,2.2
FeedRateNominalPLA,10.05,attachmentVerticalLoadN,5.4
FeedRateNominalPLA,10.05,bridgeClearCycles,0.0
FeedRateNominalPLA,10.05,continuousStarvationS,0.0
FeedRateNominalPLA,10.05,controlledPause,0.0
FeedRateNominalPLA,10.05,deliveredFeedGH,100.2432483046461
FeedRateNominalPLA,10.05,der(feedInventoryG),0.0
FeedRateNominalPLA,10.05,feedInventoryG,20.0
FeedRateNominalPLA,10.05,feederCurrentA,2.768105142857144
FeedRateNominalPLA,10.05,feederTorqueNm,1.413227067669174
FeedRateNominalPLA,10.05,inventoryBounded,1.0
FeedRateNominalPLA,10.05,uncontrolledOverfeed,0.0
FeedRateNominalPLA,15.05,attachmentReactionTorqueNm,2.2
FeedRateNominalPLA,15.05,attachmentVerticalLoadN,5.4
FeedRateNominalPLA,15.05,bridgeClearCycles,0.0
FeedRateNominalPLA,15.05,continuousStarvationS,0.0
FeedRateNominalPLA,15.05,controlledPause,0.0
FeedRateNominalPLA,15.05,deliveredFeedGH,100.2432483046461
FeedRateNominalPLA,15.05,der(feedInventoryG),0.0
FeedRateNominalPLA,15.05,feedInventoryG,20.0
FeedRateNominalPLA,15.05,feederCurrentA,2.768105142857144
FeedRateNominalPLA,15.05,feederTorqueNm,1.413227067669174
FeedRateNominalPLA,15.05,inventoryBounded,1.0
FeedRateNominalPLA,15.05,uncontrolledOverfeed,0.0
FeedRateNominalPLA,20.0,attachmentReactionTorqueNm,2.2
FeedRateNominalPLA,20.0,attachmentVerticalLoadN,5.4
FeedRateNominalPLA,20.0,bridgeClearCycles,0.0
FeedRateNominalPLA,20.0,continuousStarvationS,0.0
FeedRateNominalPLA,20.0,controlledPause,0.0
FeedRateNominalPLA,20.0,deliveredFeedGH,100.2432483046461
FeedRateNominalPLA,20.0,der(feedInventoryG),0.0
FeedRateNominalPLA,20.0,feedInventoryG,20.0
FeedRateNominalPLA,20.0,feederCurrentA,2.768105142857144
FeedRateNominalPLA,20.0,feederTorqueNm,1.413227067669174
FeedRateNominalPLA,20.0,inventoryBounded,1.0
FeedRateNominalPLA,20.0,uncontrolledOverfeed,0.0
FeedRateNominalPET,0.0,attachmentReactionTorqueNm,2.2
FeedRateNominalPET,0.0,attachmentVerticalLoadN,5.4
FeedRateNominalPET,0.0,bridgeClearCycles,0.0
FeedRateNominalPET,0.0,continuousStarvationS,0.0
FeedRateNominalPET,0.0,controlledPause,0.0
FeedRateNominalPET,0.0,deliveredFeedGH,95.85599043482054
FeedRateNominalPET,0.0,der(feedInventoryG),0.0
FeedRateNominalPET,0.0,feedInventoryG,20.0
FeedRateNominalPET,0.0,feederCurrentA,2.768105142857144
FeedRateNominalPET,0.0,feederTorqueNm,1.413227067669174
FeedRateNominalPET,0.0,inventoryBounded,1.0
FeedRateNominalPET,0.0,uncontrolledOverfeed,0.0
FeedRateNominalPET,5.0,attachmentReactionTorqueNm,2.2
FeedRateNominalPET,5.0,attachmentVerticalLoadN,5.4
FeedRateNominalPET,5.0,bridgeClearCycles,0.0
FeedRateNominalPET,5.0,continuousStarvationS,0.0
FeedRateNominalPET,5.0,controlledPause,0.0
FeedRateNominalPET,5.0,deliveredFeedGH,95.85599043482054
FeedRateNominalPET,5.0,der(feedInventoryG),0.0
FeedRateNominalPET,5.0,feedInventoryG,20.0
FeedRateNominalPET,5.0,feederCurrentA,2.768105142857144
FeedRateNominalPET,5.0,feederTorqueNm,1.413227067669174
FeedRateNominalPET,5.0,inventoryBounded,1.0
FeedRateNominalPET,5.0,uncontrolledOverfeed,0.0
FeedRateNominalPET,10.05,attachmentReactionTorqueNm,2.2
FeedRateNominalPET,10.05,attachmentVerticalLoadN,5.4
FeedRateNominalPET,10.05,bridgeClearCycles,0.0
FeedRateNominalPET,10.05,continuousStarvationS,0.0
FeedRateNominalPET,10.05,controlledPause,0.0
FeedRateNominalPET,10.05,deliveredFeedGH,95.85599043482054
FeedRateNominalPET,10.05,der(feedInventoryG),0.0
FeedRateNominalPET,10.05,feedInventoryG,20.0
FeedRateNominalPET,10.05,feederCurrentA,2.768105142857144
FeedRateNominalPET,10.05,feederTorqueNm,1.413227067669174
FeedRateNominalPET,10.05,inventoryBounded,1.0
FeedRateNominalPET,10.05,uncontrolledOverfeed,0.0
FeedRateNominalPET,15.05,attachmentReactionTorqueNm,2.2
FeedRateNominalPET,15.05,attachmentVerticalLoadN,5.4
FeedRateNominalPET,15.05,bridgeClearCycles,0.0
FeedRateNominalPET,15.05,continuousStarvationS,0.0
FeedRateNominalPET,15.05,controlledPause,0.0
FeedRateNominalPET,15.05,deliveredFeedGH,95.85599043482054
FeedRateNominalPET,15.05,der(feedInventoryG),0.0
FeedRateNominalPET,15.05,feedInventoryG,20.0
FeedRateNominalPET,15.05,feederCurrentA,2.768105142857144
FeedRateNominalPET,15.05,feederTorqueNm,1.413227067669174
FeedRateNominalPET,15.05,inventoryBounded,1.0
FeedRateNominalPET,15.05,uncontrolledOverfeed,0.0
FeedRateNominalPET,20.0,attachmentReactionTorqueNm,2.2
FeedRateNominalPET,20.0,attachmentVerticalLoadN,5.4
FeedRateNominalPET,20.0,bridgeClearCycles,0.0
FeedRateNominalPET,20.0,continuousStarvationS,0.0
FeedRateNominalPET,20.0,controlledPause,0.0
FeedRateNominalPET,20.0,deliveredFeedGH,95.85599043482054
FeedRateNominalPET,20.0,der(feedInventoryG),0.0
FeedRateNominalPET,20.0,feedInventoryG,20.0
FeedRateNominalPET,20.0,feederCurrentA,2.768105142857144
FeedRateNominalPET,20.0,feederTorqueNm,1.413227067669174
FeedRateNominalPET,20.0,inventoryBounded,1.0
FeedRateNominalPET,20.0,uncontrolledOverfeed,0.0
FeedRateDegradedSafePause,0.0,attachmentReactionTorqueNm,2.2
FeedRateDegradedSafePause,0.0,attachmentVerticalLoadN,5.4
FeedRateDegradedSafePause,0.0,bridgeClearCycles,0.0
FeedRateDegradedSafePause,0.0,continuousStarvationS,0.0
FeedRateDegradedSafePause,0.0,controlledPause,1.0
FeedRateDegradedSafePause,0.0,deliveredFeedGH,75.0
FeedRateDegradedSafePause,0.0,der(feedInventoryG),0.0
FeedRateDegradedSafePause,0.0,feedInventoryG,20.0
FeedRateDegradedSafePause,0.0,feederCurrentA,3.74
FeedRateDegradedSafePause,0.0,feederTorqueNm,2.05
FeedRateDegradedSafePause,0.0,inventoryBounded,1.0
FeedRateDegradedSafePause,0.0,uncontrolledOverfeed,0.0
FeedRateDegradedSafePause,5.0,attachmentReactionTorqueNm,2.2
FeedRateDegradedSafePause,5.0,attachmentVerticalLoadN,5.4
FeedRateDegradedSafePause,5.0,bridgeClearCycles,0.0
FeedRateDegradedSafePause,5.0,continuousStarvationS,0.0
FeedRateDegradedSafePause,5.0,controlledPause,1.0
FeedRateDegradedSafePause,5.0,deliveredFeedGH,75.0
FeedRateDegradedSafePause,5.0,der(feedInventoryG),0.0
FeedRateDegradedSafePause,5.0,feedInventoryG,20.0
FeedRateDegradedSafePause,5.0,feederCurrentA,3.74
FeedRateDegradedSafePause,5.0,feederTorqueNm,2.05
FeedRateDegradedSafePause,5.0,inventoryBounded,1.0
FeedRateDegradedSafePause,5.0,uncontrolledOverfeed,0.0
FeedRateDegradedSafePause,10.05,attachmentReactionTorqueNm,2.2
FeedRateDegradedSafePause,10.05,attachmentVerticalLoadN,5.4
FeedRateDegradedSafePause,10.05,bridgeClearCycles,0.0
FeedRateDegradedSafePause,10.05,continuousStarvationS,0.0
FeedRateDegradedSafePause,10.05,controlledPause,1.0
FeedRateDegradedSafePause,10.05,deliveredFeedGH,75.0
FeedRateDegradedSafePause,10.05,der(feedInventoryG),0.0
FeedRateDegradedSafePause,10.05,feedInventoryG,20.0
FeedRateDegradedSafePause,10.05,feederCurrentA,3.74
FeedRateDegradedSafePause,10.05,feederTorqueNm,2.05
FeedRateDegradedSafePause,10.05,inventoryBounded,1.0
FeedRateDegradedSafePause,10.05,uncontrolledOverfeed,0.0
FeedRateDegradedSafePause,15.05,attachmentReactionTorqueNm,2.2
FeedRateDegradedSafePause,15.05,attachmentVerticalLoadN,5.4
FeedRateDegradedSafePause,15.05,bridgeClearCycles,0.0
FeedRateDegradedSafePause,15.05,continuousStarvationS,0.0
FeedRateDegradedSafePause,15.05,controlledPause,1.0
FeedRateDegradedSafePause,15.05,deliveredFeedGH,75.0
FeedRateDegradedSafePause,15.05,der(feedInventoryG),0.0
FeedRateDegradedSafePause,15.05,feedInventoryG,20.0
FeedRateDegradedSafePause,15.05,feederCurrentA,3.74
FeedRateDegradedSafePause,15.05,feederTorqueNm,2.05
FeedRateDegradedSafePause,15.05,inventoryBounded,1.0
FeedRateDegradedSafePause,15.05,uncontrolledOverfeed,0.0
FeedRateDegradedSafePause,20.0,attachmentReactionTorqueNm,2.2
FeedRateDegradedSafePause,20.0,attachmentVerticalLoadN,5.4
FeedRateDegradedSafePause,20.0,bridgeClearCycles,0.0
FeedRateDegradedSafePause,20.0,continuousStarvationS,0.0
FeedRateDegradedSafePause,20.0,controlledPause,1.0
FeedRateDegradedSafePause,20.0,deliveredFeedGH,75.0
FeedRateDegradedSafePause,20.0,der(feedInventoryG),0.0
FeedRateDegradedSafePause,20.0,feedInventoryG,20.0
FeedRateDegradedSafePause,20.0,feederCurrentA,3.74
FeedRateDegradedSafePause,20.0,feederTorqueNm,2.05
FeedRateDegradedSafePause,20.0,inventoryBounded,1.0
FeedRateDegradedSafePause,20.0,uncontrolledOverfeed,0.0
ActuatorDeadZoneRecovery,0.0,actualRpm,0.0
ActuatorDeadZoneRecovery,0.0,appliedLoadRpm,0.0
ActuatorDeadZoneRecovery,0.0,bearingLoadN,800.0
ActuatorDeadZoneRecovery,0.0,chainForceN,250.0
ActuatorDeadZoneRecovery,0.0,commandRpm,15.428
ActuatorDeadZoneRecovery,0.0,continuousRegion,1.0
ActuatorDeadZoneRecovery,0.0,controlledRundown,0.0
ActuatorDeadZoneRecovery,0.0,cutterTorqueNm,12.0
ActuatorDeadZoneRecovery,0.0,der(actualRpm),34.28444444444444
ActuatorDeadZoneRecovery,0.0,der(speedIntegrator),5.51
ActuatorDeadZoneRecovery,0.0,phaseTorqueNm,8.0
ActuatorDeadZoneRecovery,0.0,pwmFraction,0.4588130718954249
ActuatorDeadZoneRecovery,0.0,saturated,0.0
ActuatorDeadZoneRecovery,0.0,speedErrorRpm,5.51
ActuatorDeadZoneRecovery,0.0,speedIntegrator,0.0
ActuatorDeadZoneRecovery,0.0,tachValid,1.0
ActuatorDeadZoneRecovery,0.0,unconstrainedCommandRpm,15.428
ActuatorDeadZoneRecovery,4.95,actualRpm,5.55868582586147
ActuatorDeadZoneRecovery,4.95,appliedLoadRpm,0.0
ActuatorDeadZoneRecovery,4.95,bearingLoadN,1856.544175556756
ActuatorDeadZoneRecovery,4.95,chainForceN,602.7336257714462
ActuatorDeadZoneRecovery,4.95,commandRpm,5.548541529291778
ActuatorDeadZoneRecovery,4.95,continuousRegion,1.0
ActuatorDeadZoneRecovery,4.95,controlledRundown,0.0
ActuatorDeadZoneRecovery,4.95,cutterTorqueNm,21.99375000440007
ActuatorDeadZoneRecovery,4.95,der(actualRpm),-0.02254288126598385
ActuatorDeadZoneRecovery,4.95,der(speedIntegrator),-0.04868582586147063
ActuatorDeadZoneRecovery,4.95,phaseTorqueNm,20.00049692324236
ActuatorDeadZoneRecovery,4.95,pwmFraction,0.2780125247190652
ActuatorDeadZoneRecovery,4.95,saturated,0.0
ActuatorDeadZoneRecovery,4.95,speedErrorRpm,-0.04868582586147063
ActuatorDeadZoneRecovery,4.95,speedIntegrator,0.1051466798686876
ActuatorDeadZoneRecovery,4.95,tachValid,1.0
ActuatorDeadZoneRecovery,4.95,unconstrainedCommandRpm,5.548541529291778
ActuatorDeadZoneRecovery,9.95,actualRpm,5.514807022614577
ActuatorDeadZoneRecovery,9.95,appliedLoadRpm,0.0
ActuatorDeadZoneRecovery,9.95,bearingLoadN,800.0
ActuatorDeadZoneRecovery,9.95,chainForceN,250.0
ActuatorDeadZoneRecovery,9.95,commandRpm,5.513805419503411
ActuatorDeadZoneRecovery,9.95,continuousRegion,1.0
ActuatorDeadZoneRecovery,9.95,controlledRundown,0.0
ActuatorDeadZoneRecovery,9.95,cutterTorqueNm,12.0
ActuatorDeadZoneRecovery,9.95,der(actualRpm),-0.002225784691479838
ActuatorDeadZoneRecovery,9.95,der(speedIntegrator),-0.004807022614577328
ActuatorDeadZoneRecovery,9.95,phaseTorqueNm,8.0
ActuatorDeadZoneRecovery,9.95,pwmFraction,0.2773768312065984
ActuatorDeadZoneRecovery,9.95,saturated,0.0
ActuatorDeadZoneRecovery,9.95,speedErrorRpm,-0.004807022614577328
ActuatorDeadZoneRecovery,9.95,speedIntegrator,0.01038171684137496
