candidate_id,tip_mm,width_mm,eccentric_mm,gap_mm,hook_depth_mm,hooks,ratio_denominator,orbit_rpm,screen_hole_mm,screen_thickness_mm,screen_arc_deg,rising_fraction,shear_ratio,chamber_mm,min_eccentric_sleeve_od_mm,root_web_mm,pin_pitch_radius_screen_mm,pin_plate_od_screen_mm,compact_pin_family_possible,compact_pin_limit_mm,kinematic_geometry_feasible,mechanism_status,bearing_status,reject_reasons,sampled_gap_mm
C2-185,113.26517104378966,37.64171417790164,8.957991610125061,1.1507657710476944,12.608745850646857,9,8,64.22286735918492,3.5054891007614715,3.854092357751442,82.43112653944004,0.7806454910640084,5.333333333333333,133.48268580613518,35.915983220250126,10.023839671247977,88.68411694023811,203.36823388047623,False,178,True,ALTERNATIVE_CONSTRAINT_REQUIRED_OR_LARGER_CASSETTE,NOMINAL_BOUNDARY_NOT_APPROVED_MPN,,1.1507664598359781
C2-186,102.58221700117552,43.19125120456274,10.640680759092376,0.5006885818328248,8.38621162575835,9,13,89.08313178575568,3.7006352647690575,2.70988851466024,91.53820901542349,0.7531279598740422,4.0,124.86495568302593,39.28136151818475,8.904896874829412,163.86648369002262,353.73296738004524,False,178,False,ALTERNATIVE_CONSTRAINT_REQUIRED_OR_LARGER_CASSETTE,NOMINAL_BOUNDARY_NOT_APPROVED_MPN,CHAMBER_OUTSIDE_HANDOVER_RANGE,
C2-187,91.27417796915012,40.15142899252781,11.23696374237743,0.6413409549785385,8.645074772606861,6,6,151.4800306730868,4.257552216252981,2.838757999044286,118.10910420161264,0.6414494470993091,4.0,115.03078736386206,40.47392748475486,-0.507985788031803,86.52462081630621,199.04924163261242,False,178,False,ALTERNATIVE_CONSTRAINT_REQUIRED_OR_LARGER_CASSETTE,NOMINAL_BOUNDARY_NOT_APPROVED_MPN,CHAMBER_OUTSIDE_HANDOVER_RANGE|ECCENTRIC_SLEEVE_OR_BEARING_ROOT_WEB,
C2-188,108.06882804118554,35.99204780357925,12.256429837154617,0.8255059570094792,9.276959596774056,7,14,112.60411346492276,4.0000306024779,3.357701946139149,88.54830958032751,0.7470967745631846,4.0,134.23269962951372,42.51285967430923,7.257454423818714,202.2310923130512,430.4621846261024,False,178,True,ALTERNATIVE_CONSTRAINT_REQUIRED_OR_LARGER_CASSETTE,NOMINAL_BOUNDARY_NOT_APPROVED_MPN,,0.8255398785782546
C2-189,106.91537230373179,35.94545478610323,12.29871797993211,0.696847714344025,9.867861608590117,6,7,90.98777504930794,4.8936866000305805,3.409842988305051,94.75686328441022,0.7293627668708701,3.0,132.90650369228405,42.59743595986422,6.089824543275775,108.22871822340258,242.45743644680516,False,178,True,ALTERNATIVE_CONSTRAINT_REQUIRED_OR_LARGER_CASSETTE,NOMINAL_BOUNDARY_NOT_APPROVED_MPN,,0.6980939127080745
C2-190,98.86335187128999,38.20811133637103,7.26540433508388,0.28857840240751215,9.55226827860368,6,14,97.19933335290676,4.043663208179561,3.827085043261569,84.75713348578456,0.6638800977830652,3.0,113.97131734627277,32.53080867016776,8.879407657041313,119.87917152888403,265.75834305776806,False,178,False,ALTERNATIVE_CONSTRAINT_REQUIRED_OR_LARGER_CASSETTE,NOMINAL_BOUNDARY_NOT_APPROVED_MPN,CHAMBER_OUTSIDE_HANDOVER_RANGE,
C2-191,110.52698930916813,35.66429783587976,13.61949457282449,0.23350854309729355,12.567755918078298,8,11,71.63534030837904,3.055620931273332,3.643115482448426,105.58986783776982,0.6788742946856823,3.0,138.2329955410117,45.23898914564898,2.695738736505767,179.77732836128325,385.5546567225665,False,178,False,ALTERNATIVE_CONSTRAINT_REQUIRED_OR_LARGER_CASSETTE,NOMINAL_BOUNDARY_NOT_APPROVED_MPN,ECCENTRIC_SLEEVE_OR_BEARING_ROOT_WEB,
C2-192,92.39161931960409,39.810950234761194,11.63287380073934,0.9524079443863669,12.265762905260368,8,14,130.97278237464997,4.622400940043598,2.3285044431826702,117.22793637662917,0.656081168411636,4.0,117.5621828098555,41.26574760147868,-3.569953245458322,191.94241771219913,409.88483542439826,False,178,False,ALTERNATIVE_CONSTRAINT_REQUIRED_OR_LARGER_CASSETTE,NOMINAL_BOUNDARY_NOT_APPROVED_MPN,CHAMBER_OUTSIDE_HANDOVER_RANGE|ECCENTRIC_SLEEVE_OR_BEARING_ROOT_WEB,
C2-193,105.75890805484408,37.272549971959215,12.40107233772345,0.7912970850593883,10.765809678834334,7,15,135.44393501273163,3.633626773578339,3.2817935910706573,84.61935295975366,0.7716779803540851,4.0,132.14364690040975,42.8021446754469,4.613644348587712,218.25887314393273,462.51774628786546,False,178,True,ALTERNATIVE_CONSTRAINT_REQUIRED_OR_LARGER_CASSETTE,NOMINAL_BOUNDARY_NOT_APPROVED_MPN,,0.7913987096946187
C2-194,110.91051078834303,41.72987645201558,10.317117176248257,1.1337785086913916,13.860380326763774,8,16,139.68576839711437,4.847902714338712,2.0835592697640872,84.30176388851338,0.629682794722038,4.0,133.81230215822234,38.63423435249651,7.594875067407742,192.9300911958424,411.8601823916848,False,178,True,ALTERNATIVE_CONSTRAINT_REQUIRED_OR_LARGER_CASSETTE,NOMINAL_BOUNDARY_NOT_APPROVED_MPN,,1.1337792496886294
C2-195,114.35906053900788,35.838863647851674,9.122319458298202,0.22143268325641227,12.313093910823007,9,15,155.3463718220899,5.3619593927673845,3.151957906144384,101.06912847469165,0.6231211252509039,3.0,133.04656482211712,36.2446389165964,10.866436358680936,160.55282246604838,347.10564493209677,False,178,True,ALTERNATIVE_CONSTRAINT_REQUIRED_OR_LARGER_CASSETTE,NOMINAL_BOUNDARY_NOT_APPROVED_MPN,,0.2224575721746902
C2-196,95.26405637528751,38.50376958096776,12.316210906442349,0.8871847758812195,9.442832176404472,7,8,92.37935432482979,5.04808917859669,3.5553977153650376,97.683917204855,0.710990634123276,3.0,121.67084773993464,42.6324218128847,0.6891960112392823,121.93048797377926,269.86097594755853,False,178,False,ALTERNATIVE_CONSTRAINT_REQUIRED_OR_LARGER_CASSETTE,NOMINAL_BOUNDARY_NOT_APPROVED_MPN,CHAMBER_OUTSIDE_HANDOVER_RANGE|ECCENTRIC_SLEEVE_OR_BEARING_ROOT_WEB,
C2-197,98.64906972582261,35.08339248730052,10.614682797986937,1.1791772849341127,10.01199031831042,6,8,133.3373777367919,3.4821750321575697,3.8087480725104284,107.00011817795487,0.6518539592669764,4.0,122.23678989166471,39.229365595973874,5.3125445446008825,105.08535970007068,236.17071940014137,False,178,False,ALTERNATIVE_CONSTRAINT_REQUIRED_OR_LARGER_CASSETTE,NOMINAL_BOUNDARY_NOT_APPROVED_MPN,CHAMBER_OUTSIDE_HANDOVER_RANGE,
C2-198,90.10409554070463,36.036322290290975,9.656009989948245,0.998193052774502,8.250290750709933,6,14,168.35282384714515,4.333615637623316,3.6283927139071697,92.91324472408664,0.784100270300287,5.333333333333333,111.41250162615013,37.31201997989649,2.8017570196423804,159.32416483414605,344.6483296682921,False,178,False,ALTERNATIVE_CONSTRAINT_REQUIRED_OR_LARGER_CASSETTE,NOMINAL_BOUNDARY_NOT_APPROVED_MPN,CHAMBER_OUTSIDE_HANDOVER_RANGE|ECCENTRIC_SLEEVE_OR_BEARING_ROOT_WEB,
C2-199,106.26737189931453,39.150794407105074,8.717772407931497,1.0646819921996036,10.618054684418382,10,16,111.90016983471762,4.8126389085067665,3.3076960635756825,102.9542446694841,0.6224977064804185,3.0,125.83228069957673,35.435544815863,8.51563126523888,163.022344028319,352.044688056638,False,178,True,ALTERNATIVE_CONSTRAINT_REQUIRED_OR_LARGER_CASSETTE,NOMINAL_BOUNDARY_NOT_APPROVED_MPN,,1.064682007541343
C2-200,103.57701574337776,44.60276178078471,11.954167778087594,0.5838076758511989,10.447464538870983,7,9,129.92074102094435,3.285953235090913,3.2162042550809833,127.00141637417259,0.731837457181451,5.333333333333333,128.65296665125535,41.90833555617519,3.841043332817897,131.49584555896357,288.99169111792713,False,178,True,ALTERNATIVE_CONSTRAINT_REQUIRED_OR_LARGER_CASSETTE,NOMINAL_BOUNDARY_NOT_APPROVED_MPN,,0.5838081716401291
C2-201,90.37328951485671,43.83106277013752,12.15129553221777,0.6088478453815049,9.92553957813457,6,13,113.8163234420368,4.90094210412781,2.0167953427058625,129.9568809791623,0.7234904809174069,3.0,115.89357627005526,42.30259106443554,-2.2388948207062143,187.12995119615368,400.25990239230737,False,178,False,ALTERNATIVE_CONSTRAINT_REQUIRED_OR_LARGER_CASSETTE,NOMINAL_BOUNDARY_NOT_APPROVED_MPN,CHAMBER_OUTSIDE_HANDOVER_RANGE|ECCENTRIC_SLEEVE_OR_BEARING_ROOT_WEB,
C2-202,113.74153613495703,36.084265798281514,12.891080913190606,0.8632200738444469,9.592091326935806,10,11,156.93106032142322,3.9026123454731816,2.0935395823022662,87.73204866573211,0.629925959828572,5.333333333333333,141.25013810902715,43.78216182638121,9.778676740542707,170.162268054116,366.324536108232,False,178,True,ALTERNATIVE_CONSTRAINT_REQUIRED_OR_LARGER_CASSETTE,NOMINAL_BOUNDARY_NOT_APPROVED_MPN,,0.8633060440895264
C2-203,98.70967727027276,39.79557042462261,8.324531836456401,0.6145145282270948,8.36671006805426,10,9,124.71377377238197,4.5036254442609565,3.5543714786493767,98.45222859205042,0.7482886244855611,5.333333333333333,116.58776999963976,34.6490636729128,9.988128567082121,91.56985020102042,209.13970040204083,False,178,False,ALTERNATIVE_CONSTRAINT_REQUIRED_OR_LARGER_CASSETTE,NOMINAL_BOUNDARY_NOT_APPROVED_MPN,CHAMBER_OUTSIDE_HANDOVER_RANGE,
C2-204,101.3260278725046,38.99622337756467,10.417720800658829,0.7800772571450427,11.184754034520537,6,9,85.67657051969682,3.0195801105914923,3.1182345897865975,118.41111373521662,0.7383254032011414,3.0,123.72162398811234,38.835441601317655,5.478259901731761,114.59492880724713,255.18985761449426,False,178,False,ALTERNATIVE_CONSTRAINT_REQUIRED_OR_LARGER_CASSETTE,NOMINAL_BOUNDARY_NOT_APPROVED_MPN,CHAMBER_OUTSIDE_HANDOVER_RANGE,
C2-205,105.953106696835,38.125127520818104,13.29689681884347,0.4085476899917653,8.412604445083897,9,6,176.4581182999833,4.305876060748023,3.0803559525764843,109.22310260471352,0.7176857641513257,4.0,133.36399571450545,44.59379363768694,7.063948903333596,102.38610550509472,230.77221101018944,False,178,True,ALTERNATIVE_CONSTRAINT_REQUIRED_OR_LARGER_CASSETTE,NOMINAL_BOUNDARY_NOT_APPROVED_MPN,,0.4085506236863239
C2-206,101.68711826797013,44.08550117132994,7.189590319169815,1.0417431749032464,12.221891686368409,9,7,90.11381481602217,3.3224714468146352,3.2626951148140186,108.94087973925105,0.7564765821100514,4.0,118.14978525611626,32.37918063833963,7.621667447616659,63.268394808694374,152.53678961738876,True,178,False,PROFILE_CONTACT_CHECK_REQUIRED,NOMINAL_BOUNDARY_NOT_APPROVED_MPN,CHAMBER_OUTSIDE_HANDOVER_RANGE,
C2-207,107.33724743480961,37.88425468293651,12.732219312013598,0.6328424703517681,12.051663581709626,6,15,88.10250536111906,4.768480313710158,2.731714343198939,87.52949580291559,0.6565829879873891,4.0,134.06737099954034,43.464438624027196,4.11696013569518,224.08705989143934,474.1741197828787,False,178,True,ALTERNATIVE_CONSTRAINT_REQUIRED_OR_LARGER_CASSETTE,NOMINAL_BOUNDARY_NOT_APPROVED_MPN,,0.6334162089306545
C2-208,105.65058543214597,38.59674168718815,12.088806448429816,0.5992290950822822,10.087911642639883,8,13,98.38991002136987,4.459657434611127,3.953523143058564,81.8644827406139,0.7002045485459535,4.0,131.02665651917016,42.17761289685963,5.237381073433106,186.1676193058192,398.3352386116384,False,178,True,ALTERNATIVE_CONSTRAINT_REQUIRED_OR_LARGER_CASSETTE,NOMINAL_BOUNDARY_NOT_APPROVED_MPN,,0.5993026499267557
C2-209,106.31470441615181,40.69778472288877,13.044363217519084,0.5474313647818657,9.008382371449528,6,6,127.55390248894389,3.1434262690522075,2.3736389829073095,85.92377641651049,0.730219681976779,3.0,133.4982935807537,44.08872643503817,6.648969836626378,100.44159677489695,226.8831935497939,False,178,True,ALTERNATIVE_CONSTRAINT_REQUIRED_OR_LARGER_CASSETTE,NOMINAL_BOUNDARY_NOT_APPROVED_MPN,,0.547437732936018
C2-210,114.02586786899536,43.910198226504804,12.183424114277162,0.5611227513833474,9.809689920556586,8,10,74.54174740301946,3.267121005046164,3.5063980344324044,128.2839661989017,0.6634478374223356,3.0,139.51496160031638,42.366848228554325,9.703244013941095,147.41943178275366,320.8388635655073,False,178,True,ALTERNATIVE_CONSTRAINT_REQUIRED_OR_LARGER_CASSETTE,NOMINAL_BOUNDARY_NOT_APPROVED_MPN,,0.5611548292168749
C2-211,108.05316266744053,44.44410099637303,8.546263252548385,0.6604351699952584,12.003157535353225,7,12,95.14098664248529,4.838050377047219,3.607223760384973,105.22722776908196,0.7269592584971956,5.333333333333333,126.46655951252782,35.09252650509677,8.023423798367041,122.21156451144192,270.4231290228838,False,178,True,ALTERNATIVE_CONSTRAINT_REQUIRED_OR_LARGER_CASSETTE,NOMINAL_BOUNDARY_NOT_APPROVED_MPN,,0.6604356379285932
C2-212,107.74141329163822,36.681298622990866,13.541426671554994,1.0209946722188898,10.80916160034065,7,9,105.94957229862767,5.33023523857678,3.6909471473142164,104.40303351138299,0.6667608882702377,3.0,136.866255979186,45.08285334310999,3.0615450454784607,148.95569338710493,323.91138677420986,False,178,True,ALTERNATIVE_CONSTRAINT_REQUIRED_OR_LARGER_CASSETTE,NOMINAL_BOUNDARY_NOT_APPROVED_MPN,,1.0209947109191404
C2-213,104.1855801966741,40.2205173766888,12.555535525271637,0.693456468385063,12.797554569481152,8,16,174.0845179841533,5.2338406982585965,2.248556895777019,128.85824784668242,0.6467009610530552,3.0,130.6835641839875,43.11107105054327,1.7952355288558977,234.78851432257963,495.57702864515926,False,178,False,ALTERNATIVE_CONSTRAINT_REQUIRED_OR_LARGER_CASSETTE,NOMINAL_BOUNDARY_NOT_APPROVED_MPN,ECCENTRIC_SLEEVE_OR_BEARING_ROOT_WEB,
C2-214,98.14720723021986,43.982388816960665,9.477522899528122,1.1037939685952298,9.65111982503651,9,13,72.5476807241098,3.5358411098925853,2.295800719027192,106.48498909287328,0.6794308869247687,3.0,119.30984096646657,36.95504579905624,5.4224837900734215,145.95385265273308,317.90770530546615,False,178,False,ALTERNATIVE_CONSTRAINT_REQUIRED_OR_LARGER_CASSETTE,NOMINAL_BOUNDARY_NOT_APPROVED_MPN,CHAMBER_OUTSIDE_HANDOVER_RANGE,
C2-215,107.58515454052818,40.193485800812724,13.985916445089625,0.4793694395216086,10.252708755196903,8,10,101.44194560668309,3.3635216819275735,3.6655357765722583,119.54322238904237,0.7159248957134123,4.0,136.51572630975065,45.97183289017925,3.539868515067184,169.22958898558448,364.45917797116897,False,178,True,ALTERNATIVE_CONSTRAINT_REQUIRED_OR_LARGER_CASSETTE,NOMINAL_BOUNDARY_NOT_APPROVED_MPN,,0.4793713232174355
C2-216,99.06369935910165,35.41736812341129,12.45598028761097,0.9956379821476344,10.66704797650279,9,12,176.77205577002863,4.423161567811366,2.8684046396633796,116.28501315174795,0.7022519594003647,5.333333333333333,125.96693589861886,42.91196057522194,1.3648017030480304,178.1205181128369,382.2410362256738,False,178,False,ALTERNATIVE_CONSTRAINT_REQUIRED_OR_LARGER_CASSETTE,NOMINAL_BOUNDARY_NOT_APPROVED_MPN,ECCENTRIC_SLEEVE_OR_BEARING_ROOT_WEB,
C2-217,104.32111867892486,39.71042440801892,7.032124835264159,0.29945238279344855,9.091789320414794,6,11,78.30002981052193,4.278775643498205,3.183164366718172,117.3213348323583,0.63113887739656,5.333333333333333,118.98427311504008,32.06424967052832,12.068770019047633,92.8240478254869,211.6480956509738,False,178,False,ALTERNATIVE_CONSTRAINT_REQUIRED_OR_LARGER_CASSETTE,NOMINAL_BOUNDARY_NOT_APPROVED_MPN,CHAMBER_OUTSIDE_HANDOVER_RANGE,
C2-218,91.05196993162134,41.90469566484233,9.219642322471543,0.4254106353570525,13.663011307297612,10,15,70.44630880916314,3.174826695668851,2.5305572329146098,125.63618232874023,0.7372320276441057,3.0,110.34207584727854,36.439284644943086,-2.1370263414869406,162.26570487549918,350.53140975099836,False,178,False,ALTERNATIVE_CONSTRAINT_REQUIRED_OR_LARGER_CASSETTE,NOMINAL_BOUNDARY_NOT_APPROVED_MPN,CHAMBER_OUTSIDE_HANDOVER_RANGE|ECCENTRIC_SLEEVE_OR_BEARING_ROOT_WEB,
C2-219,98.48257690622088,36.993206608778266,13.01226110434843,0.6294747783264006,10.516486840993672,10,6,82.62885668324571,4.78383156335336,3.476283628336971,84.249825615857,0.6438174546603141,4.0,125.76604867157054,44.024522208696865,1.2248016121167709,100.19441050348293,226.38882100696586,False,178,False,ALTERNATIVE_CONSTRAINT_REQUIRED_OR_LARGER_CASSETTE,NOMINAL_BOUNDARY_NOT_APPROVED_MPN,ECCENTRIC_SLEEVE_OR_BEARING_ROOT_WEB,
C2-220,111.08347927672125,40.42455249940849,10.741246812171735,0.37073434341901396,11.295891046439726,9,15,143.4136986432567,5.246798049365589,2.4885133600002574,110.33325417821888,0.6598055625017588,4.0,133.30744158790276,39.48249362434347,10.245848591920897,189.04594389422255,404.0918877884451,False,178,True,ALTERNATIVE_CONSTRAINT_REQUIRED_OR_LARGER_CASSETTE,NOMINAL_BOUNDARY_NOT_APPROVED_MPN,,0.3742778386301353
C2-221,95.47353667393284,43.039574099092995,9.365134834062122,0.3046337257962869,11.918970071070245,9,8,178.7149119949222,4.435960592015905,3.3693412773271616,118.04189581017704,0.7619016636732443,3.0,114.81307379364966,36.730269668124244,1.8177982658961724,92.71483485721501,211.42966971443002,False,178,False,ALTERNATIVE_CONSTRAINT_REQUIRED_OR_LARGER_CASSETTE,NOMINAL_BOUNDARY_NOT_APPROVED_MPN,CHAMBER_OUTSIDE_HANDOVER_RANGE|ECCENTRIC_SLEEVE_OR_BEARING_ROOT_WEB,
C2-222,92.21963088331464,37.49478547707287,7.932996269469918,0.9386717411392176,12.182999738059191,10,8,154.35821095745337,3.5243891314404436,2.0775733914404744,98.02530549176674,0.7245288856829522,4.0,109.9629669045329,33.865992538939835,2.9268157035981233,78.5366630677522,183.0733261355044,False,178,False,ALTERNATIVE_CONSTRAINT_REQUIRED_OR_LARGER_CASSETTE,NOMINAL_BOUNDARY_NOT_APPROVED_MPN,CHAMBER_OUTSIDE_HANDOVER_RANGE|ECCENTRIC_SLEEVE_OR_BEARING_ROOT_WEB,
C2-223,93.02566199219785,39.5440413225059,13.807059220075818,1.1229751745513532,8.118170140403969,10,7,177.90039761454335,3.33935255993898,3.2073816827508725,119.90674293029988,0.7209219138007086,4.0,122.8857307814522,45.614118440151636,-1.6053391443050415,121.5021211366672,269.0042422733344,False,178,False,ALTERNATIVE_CONSTRAINT_REQUIRED_OR_LARGER_CASSETTE,NOMINAL_BOUNDARY_NOT_APPROVED_MPN,CHAMBER_OUTSIDE_HANDOVER_RANGE|ECCENTRIC_SLEEVE_OR_BEARING_ROOT_WEB,
C2-224,106.06920905782117,41.55028076497159,9.431438912044337,0.8428812760449784,11.653390713756817,8,16,62.154091900082925,3.203917474951783,3.9655670810096857,94.37457205668923,0.7883928223646618,4.0,126.6178494339998,36.86287782408867,7.381213815153771,176.3679076552291,378.7358153104582,False,178,True,ALTERNATIVE_CONSTRAINT_REQUIRED_OR_LARGER_CASSETTE,NOMINAL_BOUNDARY_NOT_APPROVED_MPN,,0.8428905182489714
C2-225,94.67337975231086,39.583355218560584,12.800046649383887,0.4464787593432471,12.645093357403345,6,9,98.77162738655997,4.176000023773449,3.525542326160437,102.43622279822301,0.7259260051565212,3.0,121.16643056976514,43.600093298767774,-2.8084034812479146,140.8005131432228,307.6010262864456,False,178,False,ALTERNATIVE_CONSTRAINT_REQUIRED_OR_LARGER_CASSETTE,NOMINAL_BOUNDARY_NOT_APPROVED_MPN,CHAMBER_OUTSIDE_HANDOVER_RANGE|ECCENTRIC_SLEEVE_OR_BEARING_ROOT_WEB,
C2-226,102.16410264076715,38.97208317588655,13.390461167122336,0.9743222134421898,10.955261187229716,9,13,174.5657768928058,3.44221479953063,3.4519830816085517,102.07885110802926,0.6200455495299767,3.0,130.8936694018962,44.78092233424467,2.626790133153861,206.213101973684,438.426203947368,False,178,False,ALTERNATIVE_CONSTRAINT_REQUIRED_OR_LARGER_CASSETTE,NOMINAL_BOUNDARY_NOT_APPROVED_MPN,ECCENTRIC_SLEEVE_OR_BEARING_ROOT_WEB,
C2-227,111.63180397374983,42.84928669209932,7.558000527194871,0.7137670860251555,9.708870634187814,6,13,110.07008486702426,4.592190126183031,3.7472364861024428,113.83956488844095,0.6353508359915868,5.333333333333333,128.17533920018988,33.11600105438974,15.107031352687102,116.39320811880103,258.78641623760205,False,178,True,ALTERNATIVE_CONSTRAINT_REQUIRED_OR_LARGER_CASSETTE,NOMINAL_BOUNDARY_NOT_APPROVED_MPN,,0.7137690602179632
C2-228,96.96363531161218,38.67650087623611,7.316779179364898,0.40450113321137415,8.76862322869607,6,6,171.95916226052856,3.4638115379195558,3.509978676636346,99.20185063094891,0.6406473428137638,4.0,112.40619593676473,32.6335583587298,8.713194427110018,60.0,146.0,True,178,False,PROFILE_CONTACT_CHECK_REQUIRED,NOMINAL_BOUNDARY_NOT_APPROVED_MPN,CHAMBER_OUTSIDE_HANDOVER_RANGE,
C2-229,107.52437445592301,37.502671591230396,7.1623910826059065,1.1822067240930911,10.549349142216265,6,7,170.40377861724448,4.534909841115293,3.0396187265674444,110.19411830067209,0.7450398880159511,4.0,124.21357006932101,32.324782165211815,12.21283808574524,63.029041526931984,152.05808305386398,True,178,False,PROFILE_CONTACT_CHECK_REQUIRED,NOMINAL_BOUNDARY_NOT_APPROVED_MPN,CHAMBER_OUTSIDE_HANDOVER_RANGE,
C2-230,93.17952778340525,36.326330568891244,11.594760514626499,0.2765484157801428,8.547947548640566,9,11,160.17763251733817,5.040988717255349,2.453048396157975,107.50191118860143,0.6241618157508372,5.333333333333333,116.92214564421853,41.189521029253,0.5418163430620595,153.0508387930698,332.1016775861396,False,178,False,ALTERNATIVE_CONSTRAINT_REQUIRED_OR_LARGER_CASSETTE,NOMINAL_BOUNDARY_NOT_APPROVED_MPN,CHAMBER_OUTSIDE_HANDOVER_RANGE|ECCENTRIC_SLEEVE_OR_BEARING_ROOT_WEB,
C2-231,103.41549457176049,44.85440047383608,9.951572550710377,0.324120833413182,12.158880591701392,7,11,63.47402656938764,4.791228012079298,3.1033403923926786,92.86393442773631,0.7440964709916329,3.0,123.9668813400076,37.903145101420755,5.548866694178855,131.360757669377,288.721515338754,False,178,False,ALTERNATIVE_CONSTRAINT_REQUIRED_OR_LARGER_CASSETTE,NOMINAL_BOUNDARY_NOT_APPROVED_MPN,CHAMBER_OUTSIDE_HANDOVER_RANGE,
C2-232,108.39644433560362,43.45582725343129,11.129828871266197,0.8677147748757943,12.584190422975897,7,15,86.04091842524653,5.124158721129846,3.7074706100269745,115.38783945057776,0.6341993347815096,3.0,132.39153162788762,40.2596577425324,4.114031744825908,195.88498813428507,417.76997626857013,False,178,True,ALTERNATIVE_CONSTRAINT_REQUIRED_OR_LARGER_CASSETTE,NOMINAL_BOUNDARY_NOT_APPROVED_MPN,,0.8677175644936312
C2-233,90.52225359597685,38.27021144667221,11.440889333536958,0.2924675592139293,12.518007229673909,9,10,75.38069450076728,4.528234917516146,2.798177275626433,111.50277467982691,0.6746881150837536,4.0,113.98896738147863,40.88177866707392,-4.756880431685488,138.43476093579721,302.86952187159443,False,178,False,ALTERNATIVE_CONSTRAINT_REQUIRED_OR_LARGER_CASSETTE,NOMINAL_BOUNDARY_NOT_APPROVED_MPN,CHAMBER_OUTSIDE_HANDOVER_RANGE|ECCENTRIC_SLEEVE_OR_BEARING_ROOT_WEB,
C2-234,103.35255619334657,44.514535034667716,8.489634058067667,0.6512221065833274,10.898716049711847,6,10,120.06814679043524,4.582270202376596,2.6758825158590316,109.50082037363127,0.6803058776569721,3.0,121.63426852264857,34.97926811613533,9.777562046961435,102.72457210261878,231.44914420523756,False,178,False,ALTERNATIVE_CONSTRAINT_REQUIRED_OR_LARGER_CASSETTE,NOMINAL_BOUNDARY_NOT_APPROVED_MPN,CHAMBER_OUTSIDE_HANDOVER_RANGE,
C2-235,97.88129106871203,39.18133353153901,9.336201612053692,0.8031104059880663,8.863719496814927,9,10,163.53857530313508,3.816227340301157,3.302624318969068,87.15373318367023,0.7850888490875654,5.333333333333333,118.15991510479554,36.672403224107384,6.076926037541085,112.96803950584969,251.93607901169938,False,178,False,ALTERNATIVE_CONSTRAINT_REQUIRED_OR_LARGER_CASSETTE,NOMINAL_BOUNDARY_NOT_APPROVED_MPN,CHAMBER_OUTSIDE_HANDOVER_RANGE,
C2-236,100.58550807698045,36.33487810328118,9.88960477798938,0.3642764685063713,8.150336932911687,8,11,148.31284034713974,3.743236352962731,3.1583347099116685,127.41368521533327,0.7407901079146265,3.0,121.09327056997195,37.77920955597876,8.142417105578538,130.54278306945983,287.08556613891966,False,178,False,ALTERNATIVE_CONSTRAINT_REQUIRED_OR_LARGER_CASSETTE,NOMINAL_BOUNDARY_NOT_APPROVED_MPN,CHAMBER_OUTSIDE_HANDOVER_RANGE,
C2-237,101.44672538413087,44.90224734867836,10.839152394981632,1.107192383247428,8.98614898426659,7,11,147.4858813817936,4.186277473812209,3.0679340482210615,115.71005726201145,0.637887225078878,3.0,125.339414940589,39.67830478996326,7.737213707798844,143.07681161375757,312.15362322751514,False,178,True,ALTERNATIVE_CONSTRAINT_REQUIRED_OR_LARGER_CASSETTE,NOMINAL_BOUNDARY_NOT_APPROVED_MPN,,1.1072007345866126
C2-238,97.26808819864947,44.67020902939613,10.055406170273708,0.7674103124473306,12.069675671567264,8,12,68.27257411492076,4.934816187347433,2.996980533474826,128.6392839493122,0.7818388016053722,4.0,118.91372116409154,38.11081234054741,2.564368427757472,143.79230823491403,313.58461646982806,False,178,False,ALTERNATIVE_CONSTRAINT_REQUIRED_OR_LARGER_CASSETTE,NOMINAL_BOUNDARY_NOT_APPROVED_MPN,CHAMBER_OUTSIDE_HANDOVER_RANGE|ECCENTRIC_SLEEVE_OR_BEARING_ROOT_WEB,
C2-239,93.44932743720405,44.23961068725137,7.60982021844063,0.3524836420341526,11.686545724547678,7,11,109.68369160865494,3.606775701644401,2.4443992998105615,113.25860959549135,0.7034705712695001,4.0,109.37393515815361,33.219640436881264,4.038117994054346,100.44962688341631,226.89925376683263,False,178,False,ALTERNATIVE_CONSTRAINT_REQUIRED_OR_LARGER_CASSETTE,NOMINAL_BOUNDARY_NOT_APPROVED_MPN,CHAMBER_OUTSIDE_HANDOVER_RANGE,
C2-240,102.86906424694182,44.17136966997727,8.00302845327692,0.6836601305348301,8.053934633637443,10,12,124.25817561109149,3.213948953129771,3.0965854257942604,96.14084287096864,0.6709592423290992,5.333333333333333,120.24244141456532,34.00605690655384,12.380597489833463,114.44330688185997,254.88661376371994,False,178,False,ALTERNATIVE_CONSTRAINT_REQUIRED_OR_LARGER_CASSETTE,NOMINAL_BOUNDARY_NOT_APPROVED_MPN,CHAMBER_OUTSIDE_HANDOVER_RANGE,
C2-241,111.32523871427688,39.220132732469025,12.543078954702821,0.8122487945663437,11.967444155065428,7,11,110.57673053599115,3.6605209709359077,3.978041189618538,93.96462283410791,0.7627911186819951,5.333333333333333,138.0358942128152,43.08615790940564,6.19517520207301,165.56864220207726,357.1372844041545,False,178,True,ALTERNATIVE_CONSTRAINT_REQUIRED_OR_LARGER_CASSETTE,NOMINAL_BOUNDARY_NOT_APPROVED_MPN,,0.8122571973317463
